  Time                 , V(C1:2)              , V(V1:+)              
  5.000000000020e-003  ,1.288334302328e+000  ,9.999813477268e-008  
  5.000100000018e-003  ,1.288166607328e+000  ,5.000000899988e-001  
  5.000300009364e-003  ,1.288256734980e+000  ,1.500046820039e+000  
  5.000700028056e-003  ,1.289287694929e+000  ,3.500140280123e+000  
  5.001000000020e-003  ,1.291176776608e+000  ,5.000000000000e+000  
  5.001080003758e-003  ,1.291807987722e+000  ,5.000000000000e+000  
  5.001240006467e-003  ,1.293070157488e+000  ,5.000000000000e+000  
  5.001560011884e-003  ,1.295593208413e+000  ,5.000000000000e+000  
  5.002200022717e-003  ,1.300634160216e+000  ,5.000000000000e+000  
  5.003200045606e-003  ,1.308496966638e+000  ,5.000000000000e+000  
  5.004200068494e-003  ,1.316343061081e+000  ,5.000000000000e+000  
  5.005200091382e-003  ,1.324172479065e+000  ,5.000000000000e+000  
  5.006200114270e-003  ,1.331985256035e+000  ,5.000000000000e+000  
  5.007200137158e-003  ,1.339781427361e+000  ,5.000000000000e+000  
  5.008200160047e-003  ,1.347561028338e+000  ,5.000000000000e+000  
  5.009200182935e-003  ,1.355324094184e+000  ,5.000000000000e+000  
  5.010200205823e-003  ,1.363070660044e+000  ,5.000000000000e+000  
  5.011200228711e-003  ,1.370800760988e+000  ,5.000000000000e+000  
  5.012200251599e-003  ,1.378514432011e+000  ,5.000000000000e+000  
  5.013200274487e-003  ,1.386211708035e+000  ,5.000000000000e+000  
  5.014200297376e-003  ,1.393892623905e+000  ,5.000000000000e+000  
  5.015200320264e-003  ,1.401557214396e+000  ,5.000000000000e+000  
  5.016200343152e-003  ,1.409205514204e+000  ,5.000000000000e+000  
  5.017200366040e-003  ,1.416837557956e+000  ,5.000000000000e+000  
  5.018200388928e-003  ,1.424453380202e+000  ,5.000000000000e+000  
  5.019200411817e-003  ,1.432053015421e+000  ,5.000000000000e+000  
  5.020200434705e-003  ,1.439636498018e+000  ,5.000000000000e+000  
  5.021200457593e-003  ,1.447203862323e+000  ,5.000000000000e+000  
  5.022200480481e-003  ,1.454755142596e+000  ,5.000000000000e+000  
  5.023200503369e-003  ,1.462290373022e+000  ,5.000000000000e+000  
  5.024200526257e-003  ,1.469809587714e+000  ,5.000000000000e+000  
  5.025200549146e-003  ,1.477312820713e+000  ,5.000000000000e+000  
  5.026200572034e-003  ,1.484800105987e+000  ,5.000000000000e+000  
  5.027200594922e-003  ,1.492271477433e+000  ,5.000000000000e+000  
  5.028200617810e-003  ,1.499726968873e+000  ,5.000000000000e+000  
  5.029200640698e-003  ,1.507166614061e+000  ,5.000000000000e+000  
  5.030200663587e-003  ,1.514590446676e+000  ,5.000000000000e+000  
  5.031200686475e-003  ,1.521998500328e+000  ,5.000000000000e+000  
  5.032200709363e-003  ,1.529390808554e+000  ,5.000000000000e+000  
  5.033200732251e-003  ,1.536767404820e+000  ,5.000000000000e+000  
  5.034200755139e-003  ,1.544128322520e+000  ,5.000000000000e+000  
  5.035200778028e-003  ,1.551473594979e+000  ,5.000000000000e+000  
  5.036200800916e-003  ,1.558803255450e+000  ,5.000000000000e+000  
  5.037200823804e-003  ,1.566117337116e+000  ,5.000000000000e+000  
  5.038200846692e-003  ,1.573415873088e+000  ,5.000000000000e+000  
  5.039200869580e-003  ,1.580698896407e+000  ,5.000000000000e+000  
  5.040200892468e-003  ,1.587966440046e+000  ,5.000000000000e+000  
  5.041200915357e-003  ,1.595218536905e+000  ,5.000000000000e+000  
  5.042200938245e-003  ,1.602455219816e+000  ,5.000000000000e+000  
  5.043200961133e-003  ,1.609676521540e+000  ,5.000000000000e+000  
  5.044200984021e-003  ,1.616882474769e+000  ,5.000000000000e+000  
  5.045201006909e-003  ,1.624073112126e+000  ,5.000000000000e+000  
  5.046201029798e-003  ,1.631248466163e+000  ,5.000000000000e+000  
  5.047201052686e-003  ,1.638408569365e+000  ,5.000000000000e+000  
  5.048201075574e-003  ,1.645553454146e+000  ,5.000000000000e+000  
  5.049201098462e-003  ,1.652683152853e+000  ,5.000000000000e+000  
  5.050201121350e-003  ,1.659797697762e+000  ,5.000000000000e+000  
  5.051201144238e-003  ,1.666897121082e+000  ,5.000000000000e+000  
  5.052201167127e-003  ,1.673981454954e+000  ,5.000000000000e+000  
  5.053201190015e-003  ,1.681050731448e+000  ,5.000000000000e+000  
  5.054201212903e-003  ,1.688104982569e+000  ,5.000000000000e+000  
  5.055201235791e-003  ,1.695144240253e+000  ,5.000000000000e+000  
  5.056201258679e-003  ,1.702168536367e+000  ,5.000000000000e+000  
  5.057201281568e-003  ,1.709177902711e+000  ,5.000000000000e+000  
  5.058201304456e-003  ,1.716172371017e+000  ,5.000000000000e+000  
  5.059201327344e-003  ,1.723151972951e+000  ,5.000000000000e+000  
  5.060201350232e-003  ,1.730116740110e+000  ,5.000000000000e+000  
  5.061201373120e-003  ,1.737066704025e+000  ,5.000000000000e+000  
  5.062201396008e-003  ,1.744001896160e+000  ,5.000000000000e+000  
  5.063201418897e-003  ,1.750922347910e+000  ,5.000000000000e+000  
  5.064201441785e-003  ,1.757828090606e+000  ,5.000000000000e+000  
  5.065201464673e-003  ,1.764719155512e+000  ,5.000000000000e+000  
  5.066201487561e-003  ,1.771595573823e+000  ,5.000000000000e+000  
  5.067201510449e-003  ,1.778457376671e+000  ,5.000000000000e+000  
  5.068201533338e-003  ,1.785304595120e+000  ,5.000000000000e+000  
  5.069201556226e-003  ,1.792137260168e+000  ,5.000000000000e+000  
  5.070201579114e-003  ,1.798955402748e+000  ,5.000000000000e+000  
  5.071201602002e-003  ,1.805759053727e+000  ,5.000000000000e+000  
  5.072201624890e-003  ,1.812548243906e+000  ,5.000000000000e+000  
  5.073201647778e-003  ,1.819323004019e+000  ,5.000000000000e+000  
  5.074201670667e-003  ,1.826083364739e+000  ,5.000000000000e+000  
  5.075201693555e-003  ,1.832829356669e+000  ,5.000000000000e+000  
  5.076201716443e-003  ,1.839561010351e+000  ,5.000000000000e+000  
  5.077201739331e-003  ,1.846278356258e+000  ,5.000000000000e+000  
  5.078201762219e-003  ,1.852981424802e+000  ,5.000000000000e+000  
  5.079201785108e-003  ,1.859670246329e+000  ,5.000000000000e+000  
  5.080201807996e-003  ,1.866344851119e+000  ,5.000000000000e+000  
  5.081201830884e-003  ,1.873005269389e+000  ,5.000000000000e+000  
  5.082201853772e-003  ,1.879651531293e+000  ,5.000000000000e+000  
  5.083201876660e-003  ,1.886283666919e+000  ,5.000000000000e+000  
  5.084201899549e-003  ,1.892901706291e+000  ,5.000000000000e+000  
  5.085201922437e-003  ,1.899505679371e+000  ,5.000000000000e+000  
  5.086201945325e-003  ,1.906095616055e+000  ,5.000000000000e+000  
  5.087201968213e-003  ,1.912671546177e+000  ,5.000000000000e+000  
  5.088201991101e-003  ,1.919233499508e+000  ,5.000000000000e+000  
  5.089202013989e-003  ,1.925781505754e+000  ,5.000000000000e+000  
  5.090202036878e-003  ,1.932315594559e+000  ,5.000000000000e+000  
  5.091202059766e-003  ,1.938835795504e+000  ,5.000000000000e+000  
  5.092202082654e-003  ,1.945342138106e+000  ,5.000000000000e+000  
  5.093202105542e-003  ,1.951834651822e+000  ,5.000000000000e+000  
  5.094202128430e-003  ,1.958313366043e+000  ,5.000000000000e+000  
  5.095202151319e-003  ,1.964778310100e+000  ,5.000000000000e+000  
  5.096202174207e-003  ,1.971229513260e+000  ,5.000000000000e+000  
  5.097202197095e-003  ,1.977667004728e+000  ,5.000000000000e+000  
  5.098202219983e-003  ,1.984090813650e+000  ,5.000000000000e+000  
  5.099202242871e-003  ,1.990500969105e+000  ,5.000000000000e+000  
  5.100202265759e-003  ,1.996897500114e+000  ,5.000000000000e+000  
  5.101202288648e-003  ,2.003280435634e+000  ,5.000000000000e+000  
  5.102202311536e-003  ,2.009649804563e+000  ,5.000000000000e+000  
  5.103202334424e-003  ,2.016005635735e+000  ,5.000000000000e+000  
  5.104202357312e-003  ,2.022347957924e+000  ,5.000000000000e+000  
  5.105202380200e-003  ,2.028676799842e+000  ,5.000000000000e+000  
  5.106202403089e-003  ,2.034992190142e+000  ,5.000000000000e+000  
  5.107202425977e-003  ,2.041294157414e+000  ,5.000000000000e+000  
  5.108202448865e-003  ,2.047582730188e+000  ,5.000000000000e+000  
  5.109202471753e-003  ,2.053857936933e+000  ,5.000000000000e+000  
  5.110202494641e-003  ,2.060119806058e+000  ,5.000000000000e+000  
  5.111202517529e-003  ,2.066368365911e+000  ,5.000000000000e+000  
  5.112202540418e-003  ,2.072603644781e+000  ,5.000000000000e+000  
  5.113202563306e-003  ,2.078825670895e+000  ,5.000000000000e+000  
  5.114202586194e-003  ,2.085034472422e+000  ,5.000000000000e+000  
  5.115202609082e-003  ,2.091230077470e+000  ,5.000000000000e+000  
  5.116202631970e-003  ,2.097412514086e+000  ,5.000000000000e+000  
  5.117202654859e-003  ,2.103581810261e+000  ,5.000000000000e+000  
  5.118202677747e-003  ,2.109737993923e+000  ,5.000000000000e+000  
  5.119202700635e-003  ,2.115881092943e+000  ,5.000000000000e+000  
  5.120202723523e-003  ,2.122011135130e+000  ,5.000000000000e+000  
  5.121202746411e-003  ,2.128128148237e+000  ,5.000000000000e+000  
  5.122202769299e-003  ,2.134232159956e+000  ,5.000000000000e+000  
  5.123202792188e-003  ,2.140323197921e+000  ,5.000000000000e+000  
  5.124202815076e-003  ,2.146401289707e+000  ,5.000000000000e+000  
  5.125202837964e-003  ,2.152466462831e+000  ,5.000000000000e+000  
  5.126202860852e-003  ,2.158518744749e+000  ,5.000000000000e+000  
  5.127202883740e-003  ,2.164558162863e+000  ,5.000000000000e+000  
  5.128202906629e-003  ,2.170584744513e+000  ,5.000000000000e+000  
  5.129202929517e-003  ,2.176598516982e+000  ,5.000000000000e+000  
  5.130202952405e-003  ,2.182599507496e+000  ,5.000000000000e+000  
  5.131202975293e-003  ,2.188587743223e+000  ,5.000000000000e+000  
  5.132202998181e-003  ,2.194563251270e+000  ,5.000000000000e+000  
  5.133203021070e-003  ,2.200526058692e+000  ,5.000000000000e+000  
  5.134203043958e-003  ,2.206476192482e+000  ,5.000000000000e+000  
  5.135203066846e-003  ,2.212413679577e+000  ,5.000000000000e+000  
  5.136203089734e-003  ,2.218338546857e+000  ,5.000000000000e+000  
  5.137203112622e-003  ,2.224250821146e+000  ,5.000000000000e+000  
  5.138203135510e-003  ,2.230150529208e+000  ,5.000000000000e+000  
  5.139203158399e-003  ,2.236037697752e+000  ,5.000000000000e+000  
  5.140203181287e-003  ,2.241912353432e+000  ,5.000000000000e+000  
  5.141203204175e-003  ,2.247774522841e+000  ,5.000000000000e+000  
  5.142203227063e-003  ,2.253624232519e+000  ,5.000000000000e+000  
  5.143203249951e-003  ,2.259461508949e+000  ,5.000000000000e+000  
  5.144203272840e-003  ,2.265286378557e+000  ,5.000000000000e+000  
  5.145203295728e-003  ,2.271098867712e+000  ,5.000000000000e+000  
  5.146203318616e-003  ,2.276899002729e+000  ,5.000000000000e+000  
  5.147203341504e-003  ,2.282686809866e+000  ,5.000000000000e+000  
  5.148203364392e-003  ,2.288462315324e+000  ,5.000000000000e+000  
  5.149203387280e-003  ,2.294225545252e+000  ,5.000000000000e+000  
  5.150203410169e-003  ,2.299976525739e+000  ,5.000000000000e+000  
  5.151203433057e-003  ,2.305715282821e+000  ,5.000000000000e+000  
  5.152203455945e-003  ,2.311441842479e+000  ,5.000000000000e+000  
  5.153203478833e-003  ,2.317156230637e+000  ,5.000000000000e+000  
  5.154203501721e-003  ,2.322858473165e+000  ,5.000000000000e+000  
  5.155203524610e-003  ,2.328548595879e+000  ,5.000000000000e+000  
  5.156203547498e-003  ,2.334226624537e+000  ,5.000000000000e+000  
  5.157203570386e-003  ,2.339892584846e+000  ,5.000000000000e+000  
  5.158203593274e-003  ,2.345546502456e+000  ,5.000000000000e+000  
  5.159203616162e-003  ,2.351188402963e+000  ,5.000000000000e+000  
  5.160203639050e-003  ,2.356818311909e+000  ,5.000000000000e+000  
  5.161203661939e-003  ,2.362436254781e+000  ,5.000000000000e+000  
  5.162203684827e-003  ,2.368042257013e+000  ,5.000000000000e+000  
  5.163203707715e-003  ,2.373636343984e+000  ,5.000000000000e+000  
  5.164203730603e-003  ,2.379218541019e+000  ,5.000000000000e+000  
  5.165203753491e-003  ,2.384788873389e+000  ,5.000000000000e+000  
  5.166203776380e-003  ,2.390347366312e+000  ,5.000000000000e+000  
  5.167203799268e-003  ,2.395894044953e+000  ,5.000000000000e+000  
  5.168203822156e-003  ,2.401428934421e+000  ,5.000000000000e+000  
  5.169203845044e-003  ,2.406952059775e+000  ,5.000000000000e+000  
  5.170203867932e-003  ,2.412463446018e+000  ,5.000000000000e+000  
  5.171203890820e-003  ,2.417963118101e+000  ,5.000000000000e+000  
  5.172203913709e-003  ,2.423451100922e+000  ,5.000000000000e+000  
  5.173203936597e-003  ,2.428927419326e+000  ,5.000000000000e+000  
  5.174203959485e-003  ,2.434392098104e+000  ,5.000000000000e+000  
  5.175203982373e-003  ,2.439845161997e+000  ,5.000000000000e+000  
  5.176204005261e-003  ,2.445286635691e+000  ,5.000000000000e+000  
  5.177204028150e-003  ,2.450716543821e+000  ,5.000000000000e+000  
  5.178204051038e-003  ,2.456134910967e+000  ,5.000000000000e+000  
  5.179204073926e-003  ,2.461541761662e+000  ,5.000000000000e+000  
  5.180204096814e-003  ,2.466937120381e+000  ,5.000000000000e+000  
  5.181204119702e-003  ,2.472321011550e+000  ,5.000000000000e+000  
  5.182204142591e-003  ,2.477693459544e+000  ,5.000000000000e+000  
  5.183204165479e-003  ,2.483054488683e+000  ,5.000000000000e+000  
  5.184204188367e-003  ,2.488404123239e+000  ,5.000000000000e+000  
  5.185204211255e-003  ,2.493742387429e+000  ,5.000000000000e+000  
  5.186204234143e-003  ,2.499069305421e+000  ,5.000000000000e+000  
  5.187204257031e-003  ,2.504384901331e+000  ,5.000000000000e+000  
  5.188204279920e-003  ,2.509689199223e+000  ,5.000000000000e+000  
  5.189204302808e-003  ,2.514982223110e+000  ,5.000000000000e+000  
  5.190204325696e-003  ,2.520263996954e+000  ,5.000000000000e+000  
  5.191204348584e-003  ,2.525534544668e+000  ,5.000000000000e+000  
  5.192204371472e-003  ,2.530793890112e+000  ,5.000000000000e+000  
  5.193204394361e-003  ,2.536042057095e+000  ,5.000000000000e+000  
  5.194204417249e-003  ,2.541279069376e+000  ,5.000000000000e+000  
  5.195204440137e-003  ,2.546504950665e+000  ,5.000000000000e+000  
  5.196204463025e-003  ,2.551719724620e+000  ,5.000000000000e+000  
  5.197204485913e-003  ,2.556923414849e+000  ,5.000000000000e+000  
  5.198204508801e-003  ,2.562116044909e+000  ,5.000000000000e+000  
  5.199204531690e-003  ,2.567297638308e+000  ,5.000000000000e+000  
  5.200204554578e-003  ,2.572468218505e+000  ,5.000000000000e+000  
  5.201204577466e-003  ,2.577627808908e+000  ,5.000000000000e+000  
  5.202204600354e-003  ,2.582776432873e+000  ,5.000000000000e+000  
  5.203204623242e-003  ,2.587914113711e+000  ,5.000000000000e+000  
  5.204204646131e-003  ,2.593040874680e+000  ,5.000000000000e+000  
  5.205204669019e-003  ,2.598156738990e+000  ,5.000000000000e+000  
  5.206204691907e-003  ,2.603261729800e+000  ,5.000000000000e+000  
  5.207204714795e-003  ,2.608355870223e+000  ,5.000000000000e+000  
  5.208204737683e-003  ,2.613439183320e+000  ,5.000000000000e+000  
  5.209204760571e-003  ,2.618511692103e+000  ,5.000000000000e+000  
  5.210204783460e-003  ,2.623573419538e+000  ,5.000000000000e+000  
  5.211204806348e-003  ,2.628624388538e+000  ,5.000000000000e+000  
  5.212204829236e-003  ,2.633664621971e+000  ,5.000000000000e+000  
  5.213204852124e-003  ,2.638694142655e+000  ,5.000000000000e+000  
  5.214204875012e-003  ,2.643712973358e+000  ,5.000000000000e+000  
  5.215204897901e-003  ,2.648721136802e+000  ,5.000000000000e+000  
  5.216204920789e-003  ,2.653718655660e+000  ,5.000000000000e+000  
  5.217204943677e-003  ,2.658705552556e+000  ,5.000000000000e+000  
  5.218204966565e-003  ,2.663681850066e+000  ,5.000000000000e+000  
  5.219204989453e-003  ,2.668647570718e+000  ,5.000000000000e+000  
  5.220205012341e-003  ,2.673602736995e+000  ,5.000000000000e+000  
  5.221205035230e-003  ,2.678547371327e+000  ,5.000000000000e+000  
  5.222205058118e-003  ,2.683481496101e+000  ,5.000000000000e+000  
  5.223205081006e-003  ,2.688405133653e+000  ,5.000000000000e+000  
  5.224205103894e-003  ,2.693318306275e+000  ,5.000000000000e+000  
  5.225205126782e-003  ,2.698221036208e+000  ,5.000000000000e+000  
  5.226205149671e-003  ,2.703113345647e+000  ,5.000000000000e+000  
  5.227205172559e-003  ,2.707995256742e+000  ,5.000000000000e+000  
  5.228205195447e-003  ,2.712866791593e+000  ,5.000000000000e+000  
  5.229205218335e-003  ,2.717727972254e+000  ,5.000000000000e+000  
  5.230205241223e-003  ,2.722578820733e+000  ,5.000000000000e+000  
  5.231205264112e-003  ,2.727419358990e+000  ,5.000000000000e+000  
  5.232205287000e-003  ,2.732249608939e+000  ,5.000000000000e+000  
  5.233205309888e-003  ,2.737069592447e+000  ,5.000000000000e+000  
  5.234205332776e-003  ,2.741879331335e+000  ,5.000000000000e+000  
  5.235205355664e-003  ,2.746678847378e+000  ,5.000000000000e+000  
  5.236205378552e-003  ,2.751468162303e+000  ,5.000000000000e+000  
  5.237205401441e-003  ,2.756247297792e+000  ,5.000000000000e+000  
  5.238205424329e-003  ,2.761016275482e+000  ,5.000000000000e+000  
  5.239205447217e-003  ,2.765775116962e+000  ,5.000000000000e+000  
  5.240205470105e-003  ,2.770523843776e+000  ,5.000000000000e+000  
  5.241205492993e-003  ,2.775262477422e+000  ,5.000000000000e+000  
  5.242205515882e-003  ,2.779991039354e+000  ,5.000000000000e+000  
  5.243205538770e-003  ,2.784709550977e+000  ,5.000000000000e+000  
  5.244205561658e-003  ,2.789418033653e+000  ,5.000000000000e+000  
  5.245205584546e-003  ,2.794116508698e+000  ,5.000000000000e+000  
  5.246205607434e-003  ,2.798804997383e+000  ,5.000000000000e+000  
  5.247205630322e-003  ,2.803483520933e+000  ,5.000000000000e+000  
  5.248205653211e-003  ,2.808152100529e+000  ,5.000000000000e+000  
  5.249205676099e-003  ,2.812810757306e+000  ,5.000000000000e+000  
  5.250205698987e-003  ,2.817459512355e+000  ,5.000000000000e+000  
  5.251205721875e-003  ,2.822098386720e+000  ,5.000000000000e+000  
  5.252205744763e-003  ,2.826727401404e+000  ,5.000000000000e+000  
  5.253205767652e-003  ,2.831346577361e+000  ,5.000000000000e+000  
  5.254205790540e-003  ,2.835955935504e+000  ,5.000000000000e+000  
  5.255205813428e-003  ,2.840555496701e+000  ,5.000000000000e+000  
  5.256205836316e-003  ,2.845145281773e+000  ,5.000000000000e+000  
  5.257205859204e-003  ,2.849725311500e+000  ,5.000000000000e+000  
  5.258205882092e-003  ,2.854295606616e+000  ,5.000000000000e+000  
  5.259205904981e-003  ,2.858856187812e+000  ,5.000000000000e+000  
  5.260205927869e-003  ,2.863407075733e+000  ,5.000000000000e+000  
  5.261205950757e-003  ,2.867948290983e+000  ,5.000000000000e+000  
  5.262205973645e-003  ,2.872479854120e+000  ,5.000000000000e+000  
  5.263205996533e-003  ,2.877001785659e+000  ,5.000000000000e+000  
  5.264206019422e-003  ,2.881514106072e+000  ,5.000000000000e+000  
  5.265206042310e-003  ,2.886016835786e+000  ,5.000000000000e+000  
  5.266206065198e-003  ,2.890509995187e+000  ,5.000000000000e+000  
  5.267206088086e-003  ,2.894993604615e+000  ,5.000000000000e+000  
  5.268206110974e-003  ,2.899467684368e+000  ,5.000000000000e+000  
  5.269206133862e-003  ,2.903932254702e+000  ,5.000000000000e+000  
  5.270206156751e-003  ,2.908387335827e+000  ,5.000000000000e+000  
  5.271206179639e-003  ,2.912832947913e+000  ,5.000000000000e+000  
  5.272206202527e-003  ,2.917269111086e+000  ,5.000000000000e+000  
  5.273206225415e-003  ,2.921695845429e+000  ,5.000000000000e+000  
  5.274206248303e-003  ,2.926113170982e+000  ,5.000000000000e+000  
  5.275206271192e-003  ,2.930521107743e+000  ,5.000000000000e+000  
  5.276206294080e-003  ,2.934919675667e+000  ,5.000000000000e+000  
  5.277206316968e-003  ,2.939308894668e+000  ,5.000000000000e+000  
  5.278206339856e-003  ,2.943688784617e+000  ,5.000000000000e+000  
  5.279206362744e-003  ,2.948059365341e+000  ,5.000000000000e+000  
  5.280206385633e-003  ,2.952420656626e+000  ,5.000000000000e+000  
  5.281206408521e-003  ,2.956772678218e+000  ,5.000000000000e+000  
  5.282206431409e-003  ,2.961115449818e+000  ,5.000000000000e+000  
  5.283206454297e-003  ,2.965448991087e+000  ,5.000000000000e+000  
  5.284206477185e-003  ,2.969773321643e+000  ,5.000000000000e+000  
  5.285206500073e-003  ,2.974088461063e+000  ,5.000000000000e+000  
  5.286206522962e-003  ,2.978394428883e+000  ,5.000000000000e+000  
  5.287206545850e-003  ,2.982691244595e+000  ,5.000000000000e+000  
  5.288206568738e-003  ,2.986978927654e+000  ,5.000000000000e+000  
  5.289206591626e-003  ,2.991257497468e+000  ,5.000000000000e+000  
  5.290206614514e-003  ,2.995526973409e+000  ,5.000000000000e+000  
  5.291206637403e-003  ,2.999787374805e+000  ,5.000000000000e+000  
  5.292206660291e-003  ,3.004038720942e+000  ,5.000000000000e+000  
  5.293206683179e-003  ,3.008281031069e+000  ,5.000000000000e+000  
  5.294206706067e-003  ,3.012514324389e+000  ,5.000000000000e+000  
  5.295206728955e-003  ,3.016738620069e+000  ,5.000000000000e+000  
  5.296206751843e-003  ,3.020953937231e+000  ,5.000000000000e+000  
  5.297206774732e-003  ,3.025160294960e+000  ,5.000000000000e+000  
  5.298206797620e-003  ,3.029357712298e+000  ,5.000000000000e+000  
  5.299206820508e-003  ,3.033546208247e+000  ,5.000000000000e+000  
  5.300206843396e-003  ,3.037725801770e+000  ,5.000000000000e+000  
  5.301206866284e-003  ,3.041896511788e+000  ,5.000000000000e+000  
  5.302206889173e-003  ,3.046058357182e+000  ,5.000000000000e+000  
  5.303206912061e-003  ,3.050211356794e+000  ,5.000000000000e+000  
  5.304206934949e-003  ,3.054355529425e+000  ,5.000000000000e+000  
  5.305206957837e-003  ,3.058490893837e+000  ,5.000000000000e+000  
  5.306206980725e-003  ,3.062617468749e+000  ,5.000000000000e+000  
  5.307207003613e-003  ,3.066735272846e+000  ,5.000000000000e+000  
  5.308207026502e-003  ,3.070844324767e+000  ,5.000000000000e+000  
  5.309207049390e-003  ,3.074944643116e+000  ,5.000000000000e+000  
  5.310207072278e-003  ,3.079036246455e+000  ,5.000000000000e+000  
  5.311207095166e-003  ,3.083119153308e+000  ,5.000000000000e+000  
  5.312207118054e-003  ,3.087193382158e+000  ,5.000000000000e+000  
  5.313207140943e-003  ,3.091258951450e+000  ,5.000000000000e+000  
  5.314207163831e-003  ,3.095315879590e+000  ,5.000000000000e+000  
  5.315207186719e-003  ,3.099364184944e+000  ,5.000000000000e+000  
  5.316207209607e-003  ,3.103403885838e+000  ,5.000000000000e+000  
  5.317207232495e-003  ,3.107435000562e+000  ,5.000000000000e+000  
  5.318207255383e-003  ,3.111457547365e+000  ,5.000000000000e+000  
  5.319207278272e-003  ,3.115471544458e+000  ,5.000000000000e+000  
  5.320207301160e-003  ,3.119477010012e+000  ,5.000000000000e+000  
  5.321207324048e-003  ,3.123473962160e+000  ,5.000000000000e+000  
  5.322207346936e-003  ,3.127462418999e+000  ,5.000000000000e+000  
  5.323207369824e-003  ,3.131442398583e+000  ,5.000000000000e+000  
  5.324207392713e-003  ,3.135413918931e+000  ,5.000000000000e+000  
  5.325207415601e-003  ,3.139376998023e+000  ,5.000000000000e+000  
  5.326207438489e-003  ,3.143331653800e+000  ,5.000000000000e+000  
  5.327207461377e-003  ,3.147277904165e+000  ,5.000000000000e+000  
  5.328207484265e-003  ,3.151215766984e+000  ,5.000000000000e+000  
  5.329207507154e-003  ,3.155145260084e+000  ,5.000000000000e+000  
  5.330207530042e-003  ,3.159066401253e+000  ,5.000000000000e+000  
  5.331207552930e-003  ,3.162979208245e+000  ,5.000000000000e+000  
  5.332207575818e-003  ,3.166883698773e+000  ,5.000000000000e+000  
  5.333207598706e-003  ,3.170779890512e+000  ,5.000000000000e+000  
  5.334207621594e-003  ,3.174667801102e+000  ,5.000000000000e+000  
  5.335207644483e-003  ,3.178547448143e+000  ,5.000000000000e+000  
  5.336207667371e-003  ,3.182418849200e+000  ,5.000000000000e+000  
  5.337207690259e-003  ,3.186282021799e+000  ,5.000000000000e+000  
  5.338207713147e-003  ,3.190136983429e+000  ,5.000000000000e+000  
  5.339207736035e-003  ,3.193983751541e+000  ,5.000000000000e+000  
  5.340207758924e-003  ,3.197822343552e+000  ,5.000000000000e+000  
  5.341207781812e-003  ,3.201652776838e+000  ,5.000000000000e+000  
  5.342207804700e-003  ,3.205475068741e+000  ,5.000000000000e+000  
  5.343207827588e-003  ,3.209289236565e+000  ,5.000000000000e+000  
  5.344207850476e-003  ,3.213095297576e+000  ,5.000000000000e+000  
  5.345207873364e-003  ,3.216893269007e+000  ,5.000000000000e+000  
  5.346207896253e-003  ,3.220683168050e+000  ,5.000000000000e+000  
  5.347207919141e-003  ,3.224465011863e+000  ,5.000000000000e+000  
  5.348207942029e-003  ,3.228238817567e+000  ,5.000000000000e+000  
  5.349207964917e-003  ,3.232004602246e+000  ,5.000000000000e+000  
  5.350207987805e-003  ,3.235762382950e+000  ,5.000000000000e+000  
  5.351208010694e-003  ,3.239512176689e+000  ,5.000000000000e+000  
  5.352208033582e-003  ,3.243254000440e+000  ,5.000000000000e+000  
  5.353208056470e-003  ,3.246987871142e+000  ,5.000000000000e+000  
  5.354208079358e-003  ,3.250713805700e+000  ,5.000000000000e+000  
  5.355208102246e-003  ,3.254431820981e+000  ,5.000000000000e+000  
  5.356208125134e-003  ,3.258141933818e+000  ,5.000000000000e+000  
  5.357208148023e-003  ,3.261844161005e+000  ,5.000000000000e+000  
  5.358208170911e-003  ,3.265538519305e+000  ,5.000000000000e+000  
  5.359208193799e-003  ,3.269225025441e+000  ,5.000000000000e+000  
  5.360208216687e-003  ,3.272903696104e+000  ,5.000000000000e+000  
  5.361208239575e-003  ,3.276574547946e+000  ,5.000000000000e+000  
  5.362208262464e-003  ,3.280237597588e+000  ,5.000000000000e+000  
  5.363208285352e-003  ,3.283892861611e+000  ,5.000000000000e+000  
  5.364208308240e-003  ,3.287540356563e+000  ,5.000000000000e+000  
  5.365208331128e-003  ,3.291180098958e+000  ,5.000000000000e+000  
  5.366208354016e-003  ,3.294812105274e+000  ,5.000000000000e+000  
  5.367208376904e-003  ,3.298436391951e+000  ,5.000000000000e+000  
  5.368208399793e-003  ,3.302052975399e+000  ,5.000000000000e+000  
  5.369208422681e-003  ,3.305661871991e+000  ,5.000000000000e+000  
  5.370208445569e-003  ,3.309263098063e+000  ,5.000000000000e+000  
  5.371208468457e-003  ,3.312856669920e+000  ,5.000000000000e+000  
  5.372208491345e-003  ,3.316442603830e+000  ,5.000000000000e+000  
  5.373208514234e-003  ,3.320020916028e+000  ,5.000000000000e+000  
  5.374208537122e-003  ,3.323591622711e+000  ,5.000000000000e+000  
  5.375208560010e-003  ,3.327154740047e+000  ,5.000000000000e+000  
  5.376208582898e-003  ,3.330710284165e+000  ,5.000000000000e+000  
  5.377208605786e-003  ,3.334258271163e+000  ,5.000000000000e+000  
  5.378208628675e-003  ,3.337798717101e+000  ,5.000000000000e+000  
  5.379208651563e-003  ,3.341331638009e+000  ,5.000000000000e+000  
  5.380208674451e-003  ,3.344857049881e+000  ,5.000000000000e+000  
  5.381208697339e-003  ,3.348374968676e+000  ,5.000000000000e+000  
