 1.000000e+02 -8.805450e+01 
 1.258925e+02 -8.405489e+01 
 1.584893e+02 -8.005552e+01 
 1.995262e+02 -7.605651e+01 
 2.511886e+02 -7.205808e+01 
 3.162278e+02 -6.806056e+01 
 3.981072e+02 -6.406450e+01 
 5.011872e+02 -6.007074e+01 
 6.309573e+02 -5.608062e+01 
 7.943282e+02 -5.209628e+01 
 1.000000e+03 -4.812106e+01 
 1.258925e+03 -4.416028e+01 
 1.584893e+03 -4.022225e+01 
 1.995262e+03 -3.632005e+01 
 2.511886e+03 -3.247400e+01 
 3.162278e+03 -2.871538e+01 
 3.981072e+03 -2.509155e+01 
 5.011872e+03 -2.167234e+01 
 6.309573e+03 -1.855659e+01 
 7.943282e+03 -1.587549e+01 
 1.000000e+04 -1.378682e+01 
 1.258925e+04 -1.245273e+01 
 1.584893e+04 -1.200039e+01 
 1.995262e+04 -1.247973e+01 
 2.511886e+04 -1.384455e+01 
 3.162278e+04 -1.597113e+01 
 3.981072e+04 -1.870004e+01 
 5.011872e+04 -2.187136e+01 
 6.309573e+04 -2.532594e+01 
 7.943282e+04 -2.882904e+01 
 1.000000e+05 -3.182840e+01 
 1.258925e+05 -3.329963e+01 
 1.584893e+05 -3.284041e+01 
 1.995262e+05 -3.131129e+01 
