100 2.16    25
500 2.08    31
1e3 2.08    23
2e3 2.12    20
5e3 2.04    46
1e4 2.00    58
2e4 2.04    54
5e4 1.88    56
1e5 1.60    54
2e5 1.20    58
3e5 0.84    60
