100,3.6,0.027781,0.062749,0
200,3.8,0.052656,0.125008,0
500,3.6,0.281480,0.304396,0
1\kilo,3.2,0.487875,0.560982,0
2\kilo,2.4,0.848062,0.898637,0
5\kilo,1.6,1.065436,1.262627,0
10\kilo,0.7,1.570796,1.412965,0
