  V_V1                 , V(D1:1)              , V(V1:+)              
  -1.450000000000e+000  ,-1.449994854582e+000  ,-1.450000000000e+000  
  -1.440000000000e+000  ,-1.439994858798e+000  ,-1.440000000000e+000  
  -1.430000000000e+000  ,-1.429994863029e+000  ,-1.430000000000e+000  
  -1.420000000000e+000  ,-1.419994867275e+000  ,-1.420000000000e+000  
  -1.410000000000e+000  ,-1.409994871535e+000  ,-1.410000000000e+000  
  -1.400000000000e+000  ,-1.399994875810e+000  ,-1.400000000000e+000  
  -1.390000000000e+000  ,-1.389994880101e+000  ,-1.390000000000e+000  
  -1.380000000000e+000  ,-1.379994884406e+000  ,-1.380000000000e+000  
  -1.370000000000e+000  ,-1.369994888726e+000  ,-1.370000000000e+000  
  -1.360000000000e+000  ,-1.359994893062e+000  ,-1.360000000000e+000  
  -1.350000000000e+000  ,-1.349994897414e+000  ,-1.350000000000e+000  
  -1.340000000000e+000  ,-1.339994901782e+000  ,-1.340000000000e+000  
  -1.330000000000e+000  ,-1.329994906165e+000  ,-1.330000000000e+000  
  -1.320000000000e+000  ,-1.319994910564e+000  ,-1.320000000000e+000  
  -1.310000000000e+000  ,-1.309994914979e+000  ,-1.310000000000e+000  
  -1.300000000000e+000  ,-1.299994919411e+000  ,-1.300000000000e+000  
  -1.290000000000e+000  ,-1.289994923859e+000  ,-1.290000000000e+000  
  -1.280000000000e+000  ,-1.279994928324e+000  ,-1.280000000000e+000  
  -1.270000000000e+000  ,-1.269994932805e+000  ,-1.270000000000e+000  
  -1.260000000000e+000  ,-1.259994937303e+000  ,-1.260000000000e+000  
  -1.250000000000e+000  ,-1.249994941818e+000  ,-1.250000000000e+000  
  -1.240000000000e+000  ,-1.239994946351e+000  ,-1.240000000000e+000  
  -1.230000000000e+000  ,-1.229994950901e+000  ,-1.230000000000e+000  
  -1.220000000000e+000  ,-1.219994955468e+000  ,-1.220000000000e+000  
  -1.210000000000e+000  ,-1.209994960053e+000  ,-1.210000000000e+000  
  -1.200000000000e+000  ,-1.199994964656e+000  ,-1.200000000000e+000  
  -1.190000000000e+000  ,-1.189994969277e+000  ,-1.190000000000e+000  
  -1.180000000000e+000  ,-1.179994973917e+000  ,-1.180000000000e+000  
  -1.170000000000e+000  ,-1.169994978574e+000  ,-1.170000000000e+000  
  -1.160000000000e+000  ,-1.159994983251e+000  ,-1.160000000000e+000  
  -1.150000000000e+000  ,-1.149994987946e+000  ,-1.150000000000e+000  
  -1.140000000000e+000  ,-1.139994992660e+000  ,-1.140000000000e+000  
  -1.130000000000e+000  ,-1.129994997394e+000  ,-1.130000000000e+000  
  -1.120000000000e+000  ,-1.119995002146e+000  ,-1.120000000000e+000  
  -1.110000000000e+000  ,-1.109995006919e+000  ,-1.110000000000e+000  
  -1.100000000000e+000  ,-1.099995011711e+000  ,-1.100000000000e+000  
  -1.090000000000e+000  ,-1.089995016523e+000  ,-1.090000000000e+000  
  -1.080000000000e+000  ,-1.079995021355e+000  ,-1.080000000000e+000  
  -1.070000000000e+000  ,-1.069995026208e+000  ,-1.070000000000e+000  
  -1.060000000000e+000  ,-1.059995031081e+000  ,-1.060000000000e+000  
  -1.050000000000e+000  ,-1.049995035975e+000  ,-1.050000000000e+000  
  -1.040000000000e+000  ,-1.039995040890e+000  ,-1.040000000000e+000  
  -1.030000000000e+000  ,-1.029995045827e+000  ,-1.030000000000e+000  
  -1.020000000000e+000  ,-1.019995050785e+000  ,-1.020000000000e+000  
  -1.010000000000e+000  ,-1.009995055765e+000  ,-1.010000000000e+000  
  -1.000000000000e+000  ,-9.999950607665e-001  ,-1.000000000000e+000  
  -9.900000000001e-001  ,-9.899950657909e-001  ,-9.900000000001e-001  
  -9.800000000001e-001  ,-9.799950708372e-001  ,-9.800000000001e-001  
  -9.700000000001e-001  ,-9.699950759064e-001  ,-9.700000000001e-001  
  -9.600000000001e-001  ,-9.599950809988e-001  ,-9.600000000001e-001  
  -9.500000000001e-001  ,-9.499950861143e-001  ,-9.500000000001e-001  
  -9.400000000001e-001  ,-9.399950912536e-001  ,-9.400000000001e-001  
  -9.300000000001e-001  ,-9.299950964162e-001  ,-9.300000000001e-001  
  -9.200000000001e-001  ,-9.199951016038e-001  ,-9.200000000001e-001  
  -9.100000000001e-001  ,-9.099951068148e-001  ,-9.100000000001e-001  
  -9.000000000001e-001  ,-8.999951120512e-001  ,-9.000000000001e-001  
  -8.900000000001e-001  ,-8.899951173122e-001  ,-8.900000000001e-001  
  -8.800000000001e-001  ,-8.799951225983e-001  ,-8.800000000001e-001  
  -8.700000000001e-001  ,-8.699951279103e-001  ,-8.700000000001e-001  
  -8.600000000001e-001  ,-8.599951332480e-001  ,-8.600000000001e-001  
  -8.500000000001e-001  ,-8.499951386118e-001  ,-8.500000000001e-001  
  -8.400000000001e-001  ,-8.399951440025e-001  ,-8.400000000001e-001  
  -8.300000000001e-001  ,-8.299951494195e-001  ,-8.300000000001e-001  
  -8.200000000001e-001  ,-8.199951548640e-001  ,-8.200000000001e-001  
  -8.100000000001e-001  ,-8.099951603360e-001  ,-8.100000000001e-001  
  -8.000000000001e-001  ,-7.999951658360e-001  ,-8.000000000001e-001  
  -7.900000000001e-001  ,-7.899951713639e-001  ,-7.900000000001e-001  
  -7.800000000001e-001  ,-7.799951769205e-001  ,-7.800000000001e-001  
  -7.700000000001e-001  ,-7.699951825061e-001  ,-7.700000000001e-001  
  -7.600000000001e-001  ,-7.599951881212e-001  ,-7.600000000001e-001  
  -7.500000000001e-001  ,-7.499951937658e-001  ,-7.500000000001e-001  
  -7.400000000001e-001  ,-7.399951994407e-001  ,-7.400000000001e-001  
  -7.300000000001e-001  ,-7.299952051457e-001  ,-7.300000000001e-001  
  -7.200000000001e-001  ,-7.199952108823e-001  ,-7.200000000001e-001  
  -7.100000000001e-001  ,-7.099952166498e-001  ,-7.100000000001e-001  
  -7.000000000001e-001  ,-6.999952224494e-001  ,-7.000000000001e-001  
  -6.900000000001e-001  ,-6.899952282810e-001  ,-6.900000000001e-001  
  -6.800000000001e-001  ,-6.799952341453e-001  ,-6.800000000001e-001  
  -6.700000000001e-001  ,-6.699952400429e-001  ,-6.700000000001e-001  
  -6.600000000001e-001  ,-6.599952459741e-001  ,-6.600000000001e-001  
  -6.500000000001e-001  ,-6.499952519396e-001  ,-6.500000000001e-001  
  -6.400000000001e-001  ,-6.399952579391e-001  ,-6.400000000001e-001  
  -6.300000000001e-001  ,-6.299952639743e-001  ,-6.300000000001e-001  
  -6.200000000001e-001  ,-6.199952700451e-001  ,-6.200000000001e-001  
  -6.100000000001e-001  ,-6.099952761518e-001  ,-6.100000000001e-001  
  -6.000000000001e-001  ,-5.999952822951e-001  ,-6.000000000001e-001  
  -5.900000000001e-001  ,-5.899952884758e-001  ,-5.900000000001e-001  
  -5.800000000001e-001  ,-5.799952946942e-001  ,-5.800000000001e-001  
  -5.700000000001e-001  ,-5.699953009513e-001  ,-5.700000000001e-001  
  -5.600000000001e-001  ,-5.599953072475e-001  ,-5.600000000001e-001  
  -5.500000000001e-001  ,-5.499953135829e-001  ,-5.500000000001e-001  
  -5.400000000001e-001  ,-5.399953199587e-001  ,-5.400000000001e-001  
  -5.300000000001e-001  ,-5.299953263754e-001  ,-5.300000000001e-001  
  -5.200000000001e-001  ,-5.199953328337e-001  ,-5.200000000001e-001  
  -5.100000000001e-001  ,-5.099953394219e-001  ,-5.100000000001e-001  
  -5.000000000001e-001  ,-4.999953459869e-001  ,-5.000000000001e-001  
  -4.900000000001e-001  ,-4.899953525999e-001  ,-4.900000000001e-001  
  -4.800000000001e-001  ,-4.799953592628e-001  ,-4.800000000001e-001  
  -4.700000000001e-001  ,-4.699953661122e-001  ,-4.700000000001e-001  
  -4.600000000001e-001  ,-4.599953729124e-001  ,-4.600000000001e-001  
  -4.500000000001e-001  ,-4.499953797763e-001  ,-4.500000000001e-001  
  -4.400000000001e-001  ,-4.399953867086e-001  ,-4.400000000001e-001  
  -4.300000000001e-001  ,-4.299953937147e-001  ,-4.300000000001e-001  
  -4.200000000001e-001  ,-4.199954008008e-001  ,-4.200000000001e-001  
  -4.100000000001e-001  ,-4.099954079748e-001  ,-4.100000000001e-001  
  -4.000000000001e-001  ,-3.999954152460e-001  ,-4.000000000001e-001  
  -3.900000000001e-001  ,-3.899954226255e-001  ,-3.900000000001e-001  
  -3.800000000001e-001  ,-3.799954301264e-001  ,-3.800000000001e-001  
  -3.700000000001e-001  ,-3.699954377653e-001  ,-3.700000000001e-001  
  -3.600000000001e-001  ,-3.599954455615e-001  ,-3.600000000001e-001  
  -3.500000000001e-001  ,-3.499954535386e-001  ,-3.500000000001e-001  
  -3.400000000001e-001  ,-3.399954617253e-001  ,-3.400000000001e-001  
  -3.300000000001e-001  ,-3.299954701566e-001  ,-3.300000000001e-001  
  -3.200000000001e-001  ,-3.199954788745e-001  ,-3.200000000001e-001  
  -3.100000000001e-001  ,-3.099954879308e-001  ,-3.100000000001e-001  
  -3.000000000001e-001  ,-2.999954973881e-001  ,-3.000000000001e-001  
  -2.900000000001e-001  ,-2.899955073226e-001  ,-2.900000000001e-001  
  -2.800000000001e-001  ,-2.799955178276e-001  ,-2.800000000001e-001  
  -2.700000000001e-001  ,-2.699955290164e-001  ,-2.700000000001e-001  
  -2.600000000001e-001  ,-2.599955410275e-001  ,-2.600000000001e-001  
  -2.500000000001e-001  ,-2.499955540299e-001  ,-2.500000000001e-001  
  -2.400000000001e-001  ,-2.399955682297e-001  ,-2.400000000001e-001  
  -2.300000000001e-001  ,-2.299955838788e-001  ,-2.300000000001e-001  
  -2.200000000001e-001  ,-2.199956012849e-001  ,-2.200000000001e-001  
  -2.100000000001e-001  ,-2.099956208238e-001  ,-2.100000000001e-001  
  -2.000000000001e-001  ,-1.999956429547e-001  ,-2.000000000001e-001  
  -1.900000000001e-001  ,-1.899956682390e-001  ,-1.900000000001e-001  
  -1.800000000001e-001  ,-1.799956973628e-001  ,-1.800000000001e-001  
  -1.700000000001e-001  ,-1.699957311653e-001  ,-1.700000000001e-001  
  -1.600000000001e-001  ,-1.599957706723e-001  ,-1.600000000001e-001  
  -1.500000000001e-001  ,-1.499958171386e-001  ,-1.500000000001e-001  
  -1.400000000001e-001  ,-1.399958720989e-001  ,-1.400000000001e-001  
  -1.300000000001e-001  ,-1.299959374307e-001  ,-1.300000000001e-001  
  -1.200000000001e-001  ,-1.199960154309e-001  ,-1.200000000001e-001  
  -1.100000000001e-001  ,-1.099961089104e-001  ,-1.100000000001e-001  
  -1.000000000001e-001  ,-9.999622130822e-002  ,-1.000000000001e-001  
  -9.000000000006e-002  ,-8.999635683382e-002  ,-9.000000000006e-002  
  -8.000000000006e-002  ,-7.999652063906e-002  ,-8.000000000006e-002  
  -7.000000000006e-002  ,-6.999671903033e-002  ,-7.000000000006e-002  
  -6.000000000006e-002  ,-5.999695972772e-002  ,-6.000000000006e-002  
  -5.000000000006e-002  ,-4.999725218371e-002  ,-5.000000000006e-002  
  -4.000000000006e-002  ,-3.999760796900e-002  ,-4.000000000006e-002  
  -3.000000000006e-002  ,-2.999804125440e-002  ,-3.000000000006e-002  
  -2.000000000006e-002  ,-1.999856939201e-002  ,-2.000000000006e-002  
  -1.000000000006e-002  ,-9.999213632018e-003  ,-1.000000000006e-002  
  0.000000000000e+000  ,8.150190393264e-016  ,0.000000000000e+000  
  1.000000000000e-002  ,9.999039627919e-003  ,1.000000000000e-002  
  2.000000000000e-002  ,1.999786620829e-002  ,2.000000000000e-002  
  3.000000000000e-002  ,2.999643191642e-002  ,3.000000000000e-002  
  4.000000000000e-002  ,3.999467816947e-002  ,4.000000000000e-002  
  5.000000000000e-002  ,4.999253320470e-002  ,5.000000000000e-002  
  6.000000000000e-002  ,5.998990911337e-002  ,6.000000000000e-002  
  7.000000000000e-002  ,6.998669820859e-002  ,7.000000000000e-002  
  8.000000000000e-002  ,7.998276857823e-002  ,8.000000000000e-002  
  9.000000000000e-002  ,8.997795864261e-002  ,9.000000000000e-002  
  1.000000000000e-001  ,9.997207049610e-002  ,1.000000000000e-001  
  1.100000000000e-001  ,1.099648617654e-001  ,1.100000000000e-001  
  1.200000000000e-001  ,1.199560356599e-001  ,1.200000000000e-001  
  1.300000000000e-001  ,1.299452287916e-001  ,1.300000000000e-001  
  1.400000000000e-001  ,1.399319964744e-001  ,1.400000000000e-001  
  1.500000000000e-001  ,1.499157944302e-001  ,1.500000000000e-001  
  1.600000000000e-001  ,1.598959571484e-001  ,1.600000000000e-001  
  1.700000000000e-001  ,1.698716707758e-001  ,1.700000000000e-001  
  1.800000000000e-001  ,1.798419413330e-001  ,1.800000000000e-001  
  1.900000000000e-001  ,1.898055550225e-001  ,1.900000000000e-001  
  2.000000000000e-001  ,1.997610319439e-001  ,2.000000000000e-001  
  2.100000000000e-001  ,2.097065687437e-001  ,2.100000000000e-001  
  2.200000000000e-001  ,2.196399727052e-001  ,2.200000000000e-001  
  2.300000000000e-001  ,2.295585807299e-001  ,2.300000000000e-001  
  2.400000000000e-001  ,2.394591671764e-001  ,2.400000000000e-001  
  2.500000000000e-001  ,2.493378344944e-001  ,2.500000000000e-001  
  2.600000000000e-001  ,2.591898889256e-001  ,2.600000000000e-001  
  2.700000000000e-001  ,2.690097011197e-001  ,2.700000000000e-001  
  2.800000000000e-001  ,2.787905514458e-001  ,2.800000000000e-001  
  2.900000000000e-001  ,2.885244669393e-001  ,2.900000000000e-001  
  3.000000000000e-001  ,2.982020518799e-001  ,3.000000000000e-001  
  3.100000000000e-001  ,3.078123329737e-001  ,3.100000000000e-001  
  3.200000000000e-001  ,3.173426175109e-001  ,3.200000000000e-001  
  3.300000000000e-001  ,3.267784084003e-001  ,3.300000000000e-001  
  3.400000000000e-001  ,3.361033792710e-001  ,3.400000000000e-001  
  3.500000000000e-001  ,3.452994560440e-001  ,3.500000000000e-001  
  3.600000000000e-001  ,3.543470246965e-001  ,3.600000000000e-001  
  3.700000000000e-001  ,3.632252907595e-001  ,3.700000000000e-001  
  3.800000000000e-001  ,3.719127994752e-001  ,3.800000000000e-001  
  3.900000000000e-001  ,3.803881053232e-001  ,3.900000000000e-001  
  4.000000000000e-001  ,3.886305540030e-001  ,4.000000000000e-001  
  4.100000000000e-001  ,3.966211143682e-001  ,4.100000000000e-001  
  4.200000000000e-001  ,4.043431791420e-001  ,4.200000000000e-001  
  4.300000000000e-001  ,4.117832479628e-001  ,4.300000000000e-001  
  4.400000000000e-001  ,4.189314178285e-001  ,4.400000000000e-001  
  4.500000000000e-001  ,4.257816326672e-001  ,4.500000000000e-001  
  4.600000000000e-001  ,4.323316790898e-001  ,4.600000000000e-001  
  4.700000000000e-001  ,4.385829504903e-001  ,4.700000000000e-001  
  4.800000000000e-001  ,4.445400285978e-001  ,4.800000000000e-001  
  4.900000000000e-001  ,4.502101460056e-001  ,4.900000000000e-001  
  5.000000000000e-001  ,4.556025950564e-001  ,5.000000000000e-001  
  5.100000000000e-001  ,4.607281409802e-001  ,5.100000000000e-001  
  5.200000000000e-001  ,4.655984848154e-001  ,5.200000000000e-001  
  5.300000000000e-001  ,4.702258082386e-001  ,5.300000000000e-001  
  5.400000000000e-001  ,4.746224199894e-001  ,5.400000000000e-001  
  5.500000000000e-001  ,4.788005120110e-001  ,5.500000000000e-001  
  5.600000000000e-001  ,4.827720213084e-001  ,5.600000000000e-001  
  5.700000000000e-001  ,4.865485799075e-001  ,5.700000000000e-001  
  5.800000000000e-001  ,4.901415219389e-001  ,5.800000000000e-001  
  5.900000000000e-001  ,4.935619088990e-001  ,5.900000000000e-001  
  6.000000000000e-001  ,4.968205373554e-001  ,6.000000000000e-001  
  6.100000000000e-001  ,4.999279087907e-001  ,6.100000000000e-001  
  6.200000000000e-001  ,5.028941624613e-001  ,6.200000000000e-001  
  6.300000000000e-001  ,5.057289887838e-001  ,6.300000000000e-001  
  6.400000000000e-001  ,5.084415461830e-001  ,6.400000000000e-001  
  6.500000000000e-001  ,5.110403993019e-001  ,6.500000000000e-001  
  6.600000000000e-001  ,5.135334867079e-001  ,6.600000000000e-001  
  6.700000000000e-001  ,5.159281173749e-001  ,6.700000000000e-001  
  6.800000000000e-001  ,5.182309900103e-001  ,6.800000000000e-001  
  6.900000000000e-001  ,5.204482276758e-001  ,6.900000000000e-001  
  7.000000000000e-001  ,5.225854208297e-001  ,7.000000000000e-001  
  7.100000000000e-001  ,5.246476735594e-001  ,7.100000000000e-001  
  7.200000000000e-001  ,5.266396495028e-001  ,7.200000000000e-001  
  7.300000000000e-001  ,5.285656153863e-001  ,7.300000000000e-001  
  7.400000000000e-001  ,5.304294811275e-001  ,7.400000000000e-001  
  7.500000000000e-001  ,5.322348361137e-001  ,7.500000000000e-001  
  7.600000000000e-001  ,5.339849816635e-001  ,7.600000000000e-001  
  7.700000000000e-001  ,5.356829598901e-001  ,7.700000000000e-001  
  7.800000000000e-001  ,5.373315792849e-001  ,7.800000000000e-001  
  7.900000000000e-001  ,5.389334569575e-001  ,7.900000000000e-001  
  8.000000000000e-001  ,5.404909407536e-001  ,8.000000000000e-001  
  8.100000000000e-001  ,5.420063230995e-001  ,8.100000000000e-001  
  8.200000000000e-001  ,5.434816689144e-001  ,8.200000000000e-001  
  8.300000000000e-001  ,5.449188851143e-001  ,8.300000000000e-001  
  8.400000000000e-001  ,5.463198005151e-001  ,8.400000000000e-001  
  8.500000000000e-001  ,5.476861068370e-001  ,8.500000000000e-001  
  8.600000000000e-001  ,5.490193224090e-001  ,8.600000000000e-001  
  8.700000000000e-001  ,5.503209772487e-001  ,8.700000000000e-001  
  8.800000000000e-001  ,5.515924287178e-001  ,8.800000000000e-001  
  8.900000000000e-001  ,5.528349770275e-001  ,8.900000000000e-001  
  9.000000000000e-001  ,5.540498437720e-001  ,9.000000000000e-001  
  9.100000000000e-001  ,5.552381577923e-001  ,9.100000000000e-001  
  9.200000000000e-001  ,5.564010136442e-001  ,9.200000000000e-001  
  9.300000000000e-001  ,5.575394292827e-001  ,9.300000000000e-001  
  9.400000000000e-001  ,5.586543430065e-001  ,9.400000000000e-001  
  9.500000000000e-001  ,5.597466817111e-001  ,9.500000000000e-001  
  9.600000000000e-001  ,5.608172956962e-001  ,9.600000000000e-001  
  9.700000000000e-001  ,5.618669914801e-001  ,9.700000000000e-001  
  9.800000000000e-001  ,5.628965412794e-001  ,9.800000000000e-001  
  9.900000000000e-001  ,5.639066808433e-001  ,9.900000000000e-001  
  1.000000000000e+000  ,5.648980676275e-001  ,1.000000000000e+000  
  1.010000000000e+000  ,5.658713932413e-001  ,1.010000000000e+000  
  1.020000000000e+000  ,5.668272633532e-001  ,1.020000000000e+000  
  1.030000000000e+000  ,5.677662707400e-001  ,1.030000000000e+000  
  1.040000000000e+000  ,5.686889954077e-001  ,1.040000000000e+000  
  1.050000000000e+000  ,5.695959348730e-001  ,1.050000000000e+000  
  1.060000000000e+000  ,5.704876410721e-001  ,1.060000000000e+000  
  1.070000000000e+000  ,5.713645839003e-001  ,1.070000000000e+000  
  1.080000000000e+000  ,5.722272238714e-001  ,1.080000000000e+000  
  1.090000000000e+000  ,5.730760122077e-001  ,1.090000000000e+000  
  1.100000000000e+000  ,5.739113909336e-001  ,1.100000000000e+000  
  1.110000000000e+000  ,5.747337160463e-001  ,1.110000000000e+000  
  1.120000000000e+000  ,5.755434304787e-001  ,1.120000000000e+000  
  1.130000000000e+000  ,5.763408858422e-001  ,1.130000000000e+000  
  1.140000000000e+000  ,5.771264272661e-001  ,1.140000000000e+000  
  1.150000000000e+000  ,5.779003934613e-001  ,1.150000000000e+000  
  1.160000000000e+000  ,5.786631167850e-001  ,1.160000000000e+000  
  1.170000000000e+000  ,5.794149233052e-001  ,1.170000000000e+000  
  1.180000000000e+000  ,5.801561082067e-001  ,1.180000000000e+000  
  1.190000000000e+000  ,5.808869594593e-001  ,1.190000000000e+000  
  1.200000000000e+000  ,5.816077550913e-001  ,1.200000000000e+000  
  1.210000000000e+000  ,5.823187681400e-001  ,1.210000000000e+000  
  1.220000000000e+000  ,5.830202300083e-001  ,1.220000000000e+000  
  1.230000000000e+000  ,5.837124202830e-001  ,1.230000000000e+000  
  1.240000000000e+000  ,5.843955648957e-001  ,1.240000000000e+000  
  1.250000000000e+000  ,5.850698860412e-001  ,1.250000000000e+000  
  1.260000000000e+000  ,5.857356022149e-001  ,1.260000000000e+000  
  1.270000000000e+000  ,5.863929282497e-001  ,1.270000000000e+000  
  1.280000000000e+000  ,5.870420753532e-001  ,1.280000000000e+000  
  1.290000000000e+000  ,5.876832511457e-001  ,1.290000000000e+000  
  1.300000000000e+000  ,5.883166204271e-001  ,1.300000000000e+000  
  1.310000000000e+000  ,5.889423919921e-001  ,1.310000000000e+000  
  1.320000000000e+000  ,5.895607352967e-001  ,1.320000000000e+000  
  1.330000000000e+000  ,5.901718171938e-001  ,1.330000000000e+000  
  1.340000000000e+000  ,5.907758019586e-001  ,1.340000000000e+000  
  1.350000000000e+000  ,5.913728513138e-001  ,1.350000000000e+000  
  1.360000000000e+000  ,5.919631244553e-001  ,1.360000000000e+000  
  1.370000000000e+000  ,5.925467780777e-001  ,1.370000000000e+000  
  1.380000000000e+000  ,5.931239663994e-001  ,1.380000000000e+000  
  1.390000000000e+000  ,5.936947762452e-001  ,1.390000000000e+000  
  1.400000000000e+000  ,5.942594176146e-001  ,1.400000000000e+000  
  1.410000000000e+000  ,5.948179567902e-001  ,1.410000000000e+000  
  1.420000000000e+000  ,5.953705872512e-001  ,1.420000000000e+000  
  1.430000000000e+000  ,5.959173574249e-001  ,1.430000000000e+000  
  1.440000000000e+000  ,5.964584633056e-001  ,1.440000000000e+000  
  1.450000000000e+000  ,5.969939555297e-001  ,1.450000000000e+000  
  1.460000000000e+000  ,5.975240129994e-001  ,1.460000000000e+000  
  1.470000000000e+000  ,5.980486704983e-001  ,1.470000000000e+000  
  1.480000000000e+000  ,5.985681097745e-001  ,1.480000000000e+000  
  1.490000000000e+000  ,5.990823681720e-001  ,1.490000000000e+000  
  1.500000000000e+000  ,5.995916121531e-001  ,1.500000000000e+000  
  1.510000000000e+000  ,6.000958648649e-001  ,1.510000000000e+000  
  1.520000000000e+000  ,6.005952958374e-001  ,1.520000000000e+000  
  1.530000000000e+000  ,6.010899310206e-001  ,1.530000000000e+000  
  1.540000000000e+000  ,6.015799261995e-001  ,1.540000000000e+000  
  1.550000000000e+000  ,6.020652945421e-001  ,1.550000000000e+000  
  1.560000000000e+000  ,6.025461950406e-001  ,1.560000000000e+000  
  1.570000000000e+000  ,6.030226438272e-001  ,1.570000000000e+000  
  1.580000000000e+000  ,6.034947874722e-001  ,1.580000000000e+000  
  1.590000000000e+000  ,6.039626305422e-001  ,1.590000000000e+000  
  1.600000000000e+000  ,6.044263228937e-001  ,1.600000000000e+000  
  1.610000000000e+000  ,6.048858721568e-001  ,1.610000000000e+000  
  1.620000000000e+000  ,6.053414169092e-001  ,1.620000000000e+000  
  1.630000000000e+000  ,6.057929542683e-001  ,1.630000000000e+000  
  1.640000000000e+000  ,6.062406261315e-001  ,1.640000000000e+000  
  1.650000000000e+000  ,6.066844327322e-001  ,1.650000000000e+000  
  1.660000000000e+000  ,6.071245056826e-001  ,1.660000000000e+000  
  1.670000000000e+000  ,6.075608356200e-001  ,1.670000000000e+000  
  1.680000000000e+000  ,6.079935574753e-001  ,1.680000000000e+000  
  1.690000000000e+000  ,6.084226650194e-001  ,1.690000000000e+000  
  1.700000000000e+000  ,6.088482837666e-001  ,1.700000000000e+000  
  1.710000000000e+000  ,6.092703986938e-001  ,1.710000000000e+000  
  1.720000000000e+000  ,6.096891386079e-001  ,1.720000000000e+000  
  1.730000000000e+000  ,6.101044916105e-001  ,1.730000000000e+000  
  1.740000000000e+000  ,6.105165778548e-001  ,1.740000000000e+000  
  1.750000000000e+000  ,6.109253773538e-001  ,1.750000000000e+000  
  1.760000000000e+000  ,6.113310135091e-001  ,1.760000000000e+000  
  1.770000000000e+000  ,6.117334694299e-001  ,1.770000000000e+000  
  1.780000000000e+000  ,6.121328605372e-001  ,1.780000000000e+000  
  1.790000000000e+000  ,6.125291624754e-001  ,1.790000000000e+000  
  1.800000000000e+000  ,6.129224938560e-001  ,1.800000000000e+000  
  1.810000000000e+000  ,6.133128333763e-001  ,1.810000000000e+000  
  1.820000000000e+000  ,6.137002922645e-001  ,1.820000000000e+000  
  1.830000000000e+000  ,6.140848423067e-001  ,1.830000000000e+000  
  1.840000000000e+000  ,6.144665978544e-001  ,1.840000000000e+000  
  1.850000000000e+000  ,6.148455336928e-001  ,1.850000000000e+000  
  1.860000000000e+000  ,6.152217573217e-001  ,1.860000000000e+000  
  1.870000000000e+000  ,6.155952371087e-001  ,1.870000000000e+000  
  1.880000000000e+000  ,6.159660836032e-001  ,1.880000000000e+000  
  1.890000000000e+000  ,6.163342681105e-001  ,1.890000000000e+000  
  1.900000000000e+000  ,6.166998948040e-001  ,1.900000000000e+000  
  1.910000000000e+000  ,6.170629290129e-001  ,1.910000000000e+000  
  1.920000000000e+000  ,6.174234778822e-001  ,1.920000000000e+000  
  1.930000000000e+000  ,6.177815096126e-001  ,1.930000000000e+000  
  1.940000000000e+000  ,6.181371253995e-001  ,1.940000000000e+000  
  1.950000000000e+000  ,6.184902878644e-001  ,1.950000000000e+000  
  1.960000000000e+000  ,6.188411010941e-001  ,1.960000000000e+000  
  1.970000000000e+000  ,6.191895305117e-001  ,1.970000000000e+000  
  1.980000000000e+000  ,6.195356746385e-001  ,1.980000000000e+000  
  1.990000000000e+000  ,6.198794936760e-001  ,1.990000000000e+000  
  2.000000000000e+000  ,6.202210889558e-001  ,2.000000000000e+000  
  2.010000000000e+000  ,6.205604234092e-001  ,2.010000000000e+000  
  2.020000000000e+000  ,6.208975931494e-001  ,2.020000000000e+000  
  2.030000000000e+000  ,6.212325562098e-001  ,2.030000000000e+000  
  2.040000000000e+000  ,6.215654114320e-001  ,2.040000000000e+000  
  2.050000000000e+000  ,6.218961195068e-001  ,2.050000000000e+000  
  2.060000000000e+000  ,6.222247743722e-001  ,2.060000000000e+000  
  2.070000000000e+000  ,6.225513321144e-001  ,2.070000000000e+000  
  2.080000000000e+000  ,6.228758893193e-001  ,2.080000000000e+000  
  2.090000000000e+000  ,6.231984046577e-001  ,2.090000000000e+000  
  2.100000000000e+000  ,6.235189700979e-001  ,2.100000000000e+000  
  2.110000000000e+000  ,6.238375399731e-001  ,2.110000000000e+000  
  2.120000000000e+000  ,6.241542088201e-001  ,2.120000000000e+000  
  2.130000000000e+000  ,6.244689334847e-001  ,2.130000000000e+000  
  2.140000000000e+000  ,6.247818041467e-001  ,2.140000000000e+000  
  2.150000000000e+000  ,6.250927735584e-001  ,2.150000000000e+000  
  2.160000000000e+000  ,6.254019343897e-001  ,2.160000000000e+000  
  2.170000000000e+000  ,6.257092418346e-001  ,2.170000000000e+000  
  2.180000000000e+000  ,6.260147844448e-001  ,2.180000000000e+000  
  2.190000000000e+000  ,6.263185135432e-001  ,2.190000000000e+000  
  2.200000000000e+000  ,6.266205200960e-001  ,2.200000000000e+000  
  2.210000000000e+000  ,6.269207577985e-001  ,2.210000000000e+000  
  2.220000000000e+000  ,6.272193137165e-001  ,2.220000000000e+000  
  2.230000000000e+000  ,6.275161378789e-001  ,2.230000000000e+000  
  2.240000000000e+000  ,6.278113196924e-001  ,2.240000000000e+000  
  2.250000000000e+000  ,6.281048114903e-001  ,2.250000000000e+000  
  2.260000000000e+000  ,6.283966989795e-001  ,2.260000000000e+000  
  2.270000000000e+000  ,6.286869310150e-001  ,2.270000000000e+000  
  2.280000000000e+000  ,6.289755955732e-001  ,2.280000000000e+000  
  2.290000000000e+000  ,6.292626437470e-001  ,2.290000000000e+000  
  2.300000000000e+000  ,6.295481599982e-001  ,2.300000000000e+000  
