 8.000000e-03 -5.000000e+00  8.000000e-03 -1.592992e-10  8.000000e-03  1.033245e-10  8.000000e-03 -5.000000e+00 
 8.000001e-03 -4.894838e+00  8.000001e-03  1.051511e-01  8.000001e-03  1.105802e-05  8.000001e-03 -5.000000e+00 
 8.000003e-03 -4.684514e+00  8.000003e-03  3.154312e-01  8.000003e-03  5.528736e-05  8.000003e-03 -5.000000e+00 
 8.000007e-03 -4.263865e+00  8.000007e-03  7.358587e-01  8.000007e-03  2.763992e-04  8.000007e-03 -5.000000e+00 
 8.000013e-03 -3.741139e+00  8.000013e-03  1.258063e+00  8.000013e-03  7.975365e-04  8.000013e-03 -5.000000e+00 
 8.000023e-03 -2.695687e+00  8.000023e-03  2.301652e+00  8.000023e-03  2.658292e-03  8.000023e-03 -4.999998e+00 
 8.000044e-03 -6.047837e-01  8.000044e-03  4.385552e+00  8.000044e-03  9.649441e-03  8.000044e-03 -4.999985e+00 
 8.000086e-03  3.577023e+00  8.000086e-03  8.540236e+00  8.000086e-03  3.667602e-02  8.000086e-03 -4.999888e+00 
 8.000100e-03  5.000000e+00  8.000100e-03  9.949995e+00  8.000100e-03  4.983160e-02  8.000100e-03 -4.999827e+00 
 8.000108e-03  5.000000e+00  8.000108e-03  9.941632e+00  8.000108e-03  5.814640e-02  8.000108e-03 -4.999778e+00 
 8.000125e-03  5.000000e+00  8.000125e-03  9.924905e+00  8.000125e-03  7.476200e-02  8.000125e-03 -4.999667e+00 
 8.000159e-03  5.000000e+00  8.000159e-03  9.891452e+00  8.000159e-03  1.079093e-01  8.000159e-03 -4.999361e+00 
 8.000225e-03  5.000000e+00  8.000225e-03  9.824550e+00  8.000225e-03  1.738681e-01  8.000225e-03 -4.998419e+00 
 8.000325e-03  5.000000e+00  8.000325e-03  9.724577e+00  8.000325e-03  2.716137e-01  8.000325e-03 -4.996191e+00 
 8.000425e-03  5.000000e+00  8.000425e-03  9.624631e+00  8.000425e-03  3.683598e-01  8.000425e-03 -4.992991e+00 
 8.000525e-03  5.000000e+00  8.000525e-03  9.524722e+00  8.000525e-03  4.641065e-01  8.000525e-03 -4.988829e+00 
 8.000625e-03  5.000000e+00  8.000625e-03  9.424860e+00  8.000625e-03  5.588545e-01  8.000625e-03 -4.983714e+00 
 8.000725e-03  5.000000e+00  8.000725e-03  9.325053e+00  8.000725e-03  6.526040e-01  8.000725e-03 -4.977657e+00 
 8.000825e-03  5.000000e+00  8.000825e-03  9.225311e+00  8.000825e-03  7.453558e-01  8.000825e-03 -4.970667e+00 
 8.000925e-03  5.000000e+00  8.000925e-03  9.125644e+00  8.000925e-03  8.371106e-01  8.000925e-03 -4.962755e+00 
 8.001025e-03  5.000000e+00  8.001025e-03  9.026061e+00  8.001025e-03  9.278691e-01  8.001025e-03 -4.953930e+00 
 8.001125e-03  5.000000e+00  8.001125e-03  8.926570e+00  8.001125e-03  1.017632e+00  8.001125e-03 -4.944202e+00 
 8.001225e-03  5.000000e+00  8.001225e-03  8.827181e+00  8.001225e-03  1.106401e+00  8.001225e-03 -4.933582e+00 
 8.001325e-03  5.000000e+00  8.001325e-03  8.727903e+00  8.001325e-03  1.194176e+00  8.001325e-03 -4.922079e+00 
 8.001425e-03  5.000000e+00  8.001425e-03  8.628744e+00  8.001425e-03  1.280960e+00  8.001425e-03 -4.909704e+00 
 8.001525e-03  5.000000e+00  8.001525e-03  8.529713e+00  8.001525e-03  1.366752e+00  8.001525e-03 -4.896465e+00 
 8.001625e-03  5.000000e+00  8.001625e-03  8.430819e+00  8.001625e-03  1.451555e+00  8.001625e-03 -4.882373e+00 
 8.001725e-03  5.000000e+00  8.001725e-03  8.332070e+00  8.001725e-03  1.535369e+00  8.001725e-03 -4.867439e+00 
 8.001825e-03  5.000000e+00  8.001825e-03  8.233474e+00  8.001825e-03  1.618197e+00  8.001825e-03 -4.851671e+00 
 8.001925e-03  5.000000e+00  8.001925e-03  8.135040e+00  8.001925e-03  1.700039e+00  8.001925e-03 -4.835080e+00 
 8.002025e-03  5.000000e+00  8.002025e-03  8.036777e+00  8.002025e-03  1.780898e+00  8.002025e-03 -4.817675e+00 
 8.002125e-03  5.000000e+00  8.002125e-03  7.938691e+00  8.002125e-03  1.860776e+00  8.002125e-03 -4.799467e+00 
 8.002225e-03  5.000000e+00  8.002225e-03  7.840791e+00  8.002225e-03  1.939673e+00  8.002225e-03 -4.780465e+00 
 8.002325e-03  5.000000e+00  8.002325e-03  7.743086e+00  8.002325e-03  2.017593e+00  8.002325e-03 -4.760678e+00 
 8.002425e-03  5.000000e+00  8.002425e-03  7.645582e+00  8.002425e-03  2.094536e+00  8.002425e-03 -4.740118e+00 
 8.002525e-03  5.000000e+00  8.002525e-03  7.548287e+00  8.002525e-03  2.170505e+00  8.002525e-03 -4.718792e+00 
 8.002625e-03  5.000000e+00  8.002625e-03  7.451210e+00  8.002625e-03  2.245503e+00  8.002625e-03 -4.696712e+00 
 8.002725e-03  5.000000e+00  8.002725e-03  7.354357e+00  8.002725e-03  2.319531e+00  8.002725e-03 -4.673887e+00 
 8.002825e-03  5.000000e+00  8.002825e-03  7.257735e+00  8.002825e-03  2.392591e+00  8.002825e-03 -4.650327e+00 
 8.002925e-03  5.000000e+00  8.002925e-03  7.161354e+00  8.002925e-03  2.464686e+00  8.002925e-03 -4.626040e+00 
 8.003025e-03  5.000000e+00  8.003025e-03  7.065218e+00  8.003025e-03  2.535819e+00  8.003025e-03 -4.601038e+00 
 8.003125e-03  5.000000e+00  8.003125e-03  6.969336e+00  8.003125e-03  2.605992e+00  8.003125e-03 -4.575329e+00 
 8.003225e-03  5.000000e+00  8.003225e-03  6.873715e+00  8.003225e-03  2.675207e+00  8.003225e-03 -4.548923e+00 
 8.003325e-03  5.000000e+00  8.003325e-03  6.778361e+00  8.003325e-03  2.743468e+00  8.003325e-03 -4.521829e+00 
 8.003425e-03  5.000000e+00  8.003425e-03  6.683282e+00  8.003425e-03  2.810776e+00  8.003425e-03 -4.494058e+00 
 8.003525e-03  5.000000e+00  8.003525e-03  6.588484e+00  8.003525e-03  2.877135e+00  8.003525e-03 -4.465618e+00 
 8.003625e-03  5.000000e+00  8.003625e-03  6.493973e+00  8.003625e-03  2.942547e+00  8.003625e-03 -4.436520e+00 
 8.003725e-03  5.000000e+00  8.003725e-03  6.399756e+00  8.003725e-03  3.007016e+00  8.003725e-03 -4.406772e+00 
 8.003825e-03  5.000000e+00  8.003825e-03  6.305841e+00  8.003825e-03  3.070544e+00  8.003825e-03 -4.376384e+00 
 8.003925e-03  5.000000e+00  8.003925e-03  6.212232e+00  8.003925e-03  3.133134e+00  8.003925e-03 -4.345366e+00 
 8.004025e-03  5.000000e+00  8.004025e-03  6.118936e+00  8.004025e-03  3.194790e+00  8.004025e-03 -4.313726e+00 
 8.004125e-03  5.000000e+00  8.004125e-03  6.025960e+00  8.004125e-03  3.255514e+00  8.004125e-03 -4.281475e+00 
 8.004225e-03  5.000000e+00  8.004225e-03  5.933310e+00  8.004225e-03  3.315311e+00  8.004225e-03 -4.248621e+00 
 8.004325e-03  5.000000e+00  8.004325e-03  5.840991e+00  8.004325e-03  3.374182e+00  8.004325e-03 -4.215173e+00 
 8.004425e-03  5.000000e+00  8.004425e-03  5.749009e+00  8.004425e-03  3.432132e+00  8.004425e-03 -4.181142e+00 
 8.004525e-03  5.000000e+00  8.004525e-03  5.657371e+00  8.004525e-03  3.489164e+00  8.004525e-03 -4.146535e+00 
 8.004625e-03  5.000000e+00  8.004625e-03  5.566082e+00  8.004625e-03  3.545281e+00  8.004625e-03 -4.111363e+00 
 8.004725e-03  5.000000e+00  8.004725e-03  5.475147e+00  8.004725e-03  3.600488e+00  8.004725e-03 -4.075634e+00 
 8.004825e-03  5.000000e+00  8.004825e-03  5.384572e+00  8.004825e-03  3.654786e+00  8.004825e-03 -4.039358e+00 
 8.004925e-03  5.000000e+00  8.004925e-03  5.294362e+00  8.004925e-03  3.708181e+00  8.004925e-03 -4.002543e+00 
 8.005025e-03  5.000000e+00  8.005025e-03  5.204523e+00  8.005025e-03  3.760675e+00  8.005025e-03 -3.965199e+00 
 8.005125e-03  5.000000e+00  8.005125e-03  5.115061e+00  8.005125e-03  3.812273e+00  8.005125e-03 -3.927334e+00 
 8.005225e-03  5.000000e+00  8.005225e-03  5.025979e+00  8.005225e-03  3.862978e+00  8.005225e-03 -3.888958e+00 
 8.005325e-03  5.000000e+00  8.005325e-03  4.937284e+00  8.005325e-03  3.912795e+00  8.005325e-03 -3.850079e+00 
 8.005425e-03  5.000000e+00  8.005425e-03  4.848980e+00  8.005425e-03  3.961726e+00  8.005425e-03 -3.810706e+00 
 8.005525e-03  5.000000e+00  8.005525e-03  4.761072e+00  8.005525e-03  4.009776e+00  8.005525e-03 -3.770849e+00 
 8.005625e-03  5.000000e+00  8.005625e-03  4.673566e+00  8.005625e-03  4.056949e+00  8.005625e-03 -3.730515e+00 
 8.005725e-03  5.000000e+00  8.005725e-03  4.586464e+00  8.005725e-03  4.103250e+00  8.005725e-03 -3.689714e+00 
 8.005825e-03  5.000000e+00  8.005825e-03  4.499774e+00  8.005825e-03  4.148681e+00  8.005825e-03 -3.648454e+00 
 8.005925e-03  5.000000e+00  8.005925e-03  4.413498e+00  8.005925e-03  4.193247e+00  8.005925e-03 -3.606745e+00 
 8.006025e-03  5.000000e+00  8.006025e-03  4.327641e+00  8.006025e-03  4.236953e+00  8.006025e-03 -3.564594e+00 
 8.006125e-03  5.000000e+00  8.006125e-03  4.242208e+00  8.006125e-03  4.279802e+00  8.006125e-03 -3.522010e+00 
 8.006225e-03  5.000000e+00  8.006225e-03  4.157203e+00  8.006225e-03  4.321799e+00  8.006225e-03 -3.479002e+00 
 8.006325e-03  5.000000e+00  8.006325e-03  4.072630e+00  8.006325e-03  4.362948e+00  8.006325e-03 -3.435578e+00 
 8.006425e-03  5.000000e+00  8.006425e-03  3.988493e+00  8.006425e-03  4.403254e+00  8.006425e-03 -3.391747e+00 
 8.006525e-03  5.000000e+00  8.006525e-03  3.904797e+00  8.006525e-03  4.442720e+00  8.006525e-03 -3.347517e+00 
 8.006625e-03  5.000000e+00  8.006625e-03  3.821545e+00  8.006625e-03  4.481352e+00  8.006625e-03 -3.302897e+00 
