 2.000096e-01 -6.015259e-01  2.000096e-01 -7.345802e-01 
 2.000196e-01 -1.227107e+00  2.000196e-01 -9.200816e-01 
 2.000268e-01 -1.675041e+00  2.000268e-01 -1.241768e+00 
 2.000346e-01 -2.158191e+00  2.000346e-01 -1.817179e+00 
 2.000405e-01 -2.517182e+00  2.000405e-01 -2.103757e+00 
 2.000468e-01 -2.895391e+00  2.000468e-01 -2.519560e+00 
 2.000568e-01 -3.490687e+00  2.000568e-01 -3.081349e+00 
 2.000668e-01 -4.072208e+00  2.000668e-01 -3.679229e+00 
 2.000768e-01 -4.637656e+00  2.000768e-01 -4.223688e+00 
 2.000868e-01 -5.184803e+00  2.000868e-01 -4.780285e+00 
 2.000968e-01 -5.711487e+00  2.000968e-01 -5.292601e+00 
 2.001068e-01 -6.215630e+00  2.001068e-01 -5.802524e+00 
 2.001168e-01 -6.695244e+00  2.001168e-01 -6.271677e+00 
 2.001268e-01 -7.148434e+00  2.001268e-01 -6.728588e+00 
 2.001368e-01 -7.573413e+00  2.001368e-01 -7.145626e+00 
 2.001468e-01 -7.968502e+00  2.001468e-01 -7.543251e+00 
 2.001568e-01 -8.332144e+00  2.001568e-01 -7.900711e+00 
 2.001668e-01 -8.662903e+00  2.001668e-01 -8.233351e+00 
 2.001768e-01 -8.959473e+00  2.001768e-01 -8.525058e+00 
 2.001868e-01 -9.220684e+00  2.001868e-01 -8.787808e+00 
 2.001968e-01 -9.445505e+00  2.001968e-01 -9.008843e+00 
 2.002068e-01 -9.633050e+00  2.002068e-01 -9.197787e+00 
 2.002168e-01 -9.782577e+00  2.002168e-01 -9.344451e+00 
 2.002268e-01 -9.893496e+00  2.002268e-01 -9.456775e+00 
 2.002368e-01 -9.965371e+00  2.002368e-01 -9.526607e+00 
 2.002468e-01 -9.997916e+00  2.002468e-01 -9.560664e+00 
 2.002568e-01 -9.991005e+00  2.002568e-01 -9.552455e+00 
 2.002668e-01 -9.944664e+00  2.002668e-01 -9.507802e+00 
 2.002768e-01 -9.859075e+00  2.002768e-01 -9.421601e+00 
 2.002868e-01 -9.734577e+00  2.002868e-01 -9.299017e+00 
 2.002968e-01 -9.571662e+00  2.002968e-01 -9.136122e+00 
 2.003068e-01 -9.370971e+00  2.003068e-01 -8.937601e+00 
 2.003168e-01 -9.133298e+00  2.003168e-01 -8.700538e+00 
 2.003268e-01 -8.859579e+00  2.003268e-01 -8.429269e+00 
 2.003368e-01 -8.550896e+00  2.003368e-01 -8.121753e+00 
 2.003468e-01 -8.208466e+00  2.003468e-01 -7.782077e+00 
 2.003568e-01 -7.833641e+00  2.003568e-01 -7.408962e+00 
 2.003668e-01 -7.427901e+00  2.003668e-01 -7.006315e+00 
 2.003768e-01 -6.992846e+00  2.003768e-01 -6.573524e+00 
 2.003868e-01 -6.530193e+00  2.003868e-01 -6.114373e+00 
 2.003968e-01 -6.041769e+00  2.003968e-01 -5.628829e+00 
 2.004068e-01 -5.529500e+00  2.004068e-01 -5.120599e+00 
 2.004168e-01 -4.995409e+00  2.004168e-01 -4.590156e+00 
 2.004268e-01 -4.441604e+00  2.004268e-01 -4.041188e+00 
 2.004368e-01 -3.870270e+00  2.004368e-01 -3.474634e+00 
 2.004468e-01 -3.283661e+00  2.004468e-01 -2.894242e+00 
 2.004568e-01 -2.684093e+00  2.004568e-01 -2.301547e+00 
 2.004668e-01 -2.073933e+00  2.004668e-01 -1.700717e+00 
 2.004768e-01 -1.455587e+00  2.004768e-01 -1.094900e+00 
 2.004868e-01 -8.314970e-01  2.004868e-01 -4.925760e-01 
 2.004968e-01 -2.041254e-01  2.004968e-01  7.964361e-02 
 2.005068e-01  4.240517e-01  2.005068e-01  5.279744e-01 
 2.005168e-01  1.050555e+00  2.005168e-01  8.000620e-01 
 2.005268e-01  1.672913e+00  2.005268e-01  1.060505e+00 
 2.005352e-01  2.195494e+00  2.005352e-01  1.687376e+00 
 2.005432e-01  2.679908e+00  2.005432e-01  2.088560e+00 
 2.005515e-01  3.176843e+00  2.005515e-01  2.634680e+00 
 2.005615e-01  3.765952e+00  2.005615e-01  3.177116e+00 
 2.005715e-01  4.340198e+00  2.005715e-01  3.780561e+00 
 2.005815e-01  4.897316e+00  2.005815e-01  4.305736e+00 
 2.005915e-01  5.435106e+00  2.005915e-01  4.863904e+00 
 2.006015e-01  5.951446e+00  2.006015e-01  5.356632e+00 
 2.006115e-01  6.444298e+00  2.006115e-01  5.864619e+00 
 2.006215e-01  6.911718e+00  2.006215e-01  6.313755e+00 
 2.006315e-01  7.351861e+00  2.006315e-01  6.765651e+00 
 2.006415e-01  7.762988e+00  2.006415e-01  7.162208e+00 
 2.006515e-01  8.143480e+00  2.006515e-01  7.552138e+00 
