 1.000000e+02  0.000000e+00  1.000000e+02  1.516442e+07 
 1.258925e+02  0.000000e+00  1.258925e+02  1.516435e+07 
 1.584893e+02  0.000000e+00  1.584893e+02  1.516424e+07 
 1.995262e+02  0.000000e+00  1.995262e+02  1.516406e+07 
 2.511886e+02  0.000000e+00  2.511886e+02  1.516377e+07 
 3.162278e+02  0.000000e+00  3.162278e+02  1.516331e+07 
 3.981072e+02  0.000000e+00  3.981072e+02  1.516259e+07 
 5.011872e+02  0.000000e+00  5.011872e+02  1.516144e+07 
 6.309573e+02  0.000000e+00  6.309573e+02  1.515962e+07 
 7.943282e+02  0.000000e+00  7.943282e+02  1.515675e+07 
 1.000000e+03  0.000000e+00  1.000000e+03  1.515219e+07 
 1.258925e+03  0.000000e+00  1.258925e+03  1.514497e+07 
 1.584893e+03  0.000000e+00  1.584893e+03  1.513355e+07 
 1.995262e+03  0.000000e+00  1.995262e+03  1.511551e+07 
 2.511886e+03  0.000000e+00  2.511886e+03  1.508705e+07 
 3.162278e+03  0.000000e+00  3.162278e+03  1.504228e+07 
 3.981072e+03  0.000000e+00  3.981072e+03  1.497212e+07 
 5.011872e+03  0.000000e+00  5.011872e+03  1.486290e+07 
 6.309573e+03  0.000000e+00  6.309573e+03  1.469461e+07 
 7.943282e+03  0.000000e+00  7.943282e+03  1.443920e+07 
 1.000000e+04  0.000000e+00  1.000000e+04  1.406036e+07 
 1.258925e+04  0.000000e+00  1.258925e+04  1.351660e+07 
 1.584893e+04  0.000000e+00  1.584893e+04  1.277076e+07 
 1.995262e+04  0.000000e+00  1.995262e+04  1.180616e+07 
 2.511886e+04  0.000000e+00  2.511886e+04  1.064363e+07 
 3.162278e+04  0.000000e+00  3.162278e+04  9.346741e+06 
 3.981072e+04  0.000000e+00  3.981072e+04  8.006832e+06 
 5.011872e+04  0.000000e+00  5.011872e+04  6.714846e+06 
 6.309573e+04  0.000000e+00  6.309573e+04  5.537913e+06 
 7.943282e+04  0.000000e+00  7.943282e+04  4.511340e+06 
 1.000000e+05  0.000000e+00  1.000000e+05  3.643483e+06 
 1.258925e+05  0.000000e+00  1.258925e+05  2.925456e+06 
 1.584893e+05  0.000000e+00  1.584893e+05  2.339903e+06 
 1.995262e+05  0.000000e+00  1.995262e+05  1.866880e+06 
 2.511886e+05  0.000000e+00  2.511886e+05  1.487092e+06 
 3.162278e+05  0.000000e+00  3.162278e+05  1.183355e+06 
 3.981072e+05  0.000000e+00  3.981072e+05  9.410488e+05 
 5.011872e+05  0.000000e+00  5.011872e+05  7.480567e+05 
 6.309573e+05  0.000000e+00  6.309573e+05  5.944989e+05 
 7.943282e+05  0.000000e+00  7.943282e+05  4.723983e+05 
 1.000000e+06  0.000000e+00  1.000000e+06  3.753532e+05 
 1.258925e+06  0.000000e+00  1.258925e+06  2.982461e+05 
 1.584893e+06  0.000000e+00  1.584893e+06  2.369961e+05 
 1.995262e+06  0.000000e+00  1.995262e+06  1.883542e+05 
 2.511886e+06  0.000000e+00  2.511886e+06  1.497364e+05 
 3.162278e+06  0.000000e+00  3.162278e+06  1.190893e+05 
 3.981072e+06  0.000000e+00  3.981072e+06  9.478215e+04 
 5.011872e+06  0.000000e+00  5.011872e+06  7.552113e+04 
 6.309573e+06  0.000000e+00  6.309573e+06  6.028032e+04 
 7.943282e+06  0.000000e+00  7.943282e+06  4.824717e+04 
 1.000000e+07  0.000000e+00  1.000000e+07  3.877884e+04 
 1.258925e+07  0.000000e+00  1.258925e+07  3.136705e+04 
 1.584893e+07  0.000000e+00  1.584893e+07  2.560960e+04 
 1.995262e+07  0.000000e+00  1.995262e+07  2.118660e+04 
 2.511886e+07  0.000000e+00  2.511886e+07  1.784031e+04 
 3.162278e+07  0.000000e+00  3.162278e+07  1.535829e+04 
 3.981072e+07  0.000000e+00  3.981072e+07  1.356049e+04 
 5.011872e+07  0.000000e+00  5.011872e+07  1.229164e+04 
 6.309573e+07  0.000000e+00  6.309573e+07  1.141880e+04 
 7.943282e+07  0.000000e+00  7.943282e+07  1.083205e+04 
 1.000000e+08  0.000000e+00  1.000000e+08  1.044507e+04 
