 1.000000e+02  0.000000e+00  1.000000e+02  2.504151e+07 
 1.258925e+02  0.000000e+00  1.258925e+02  2.504121e+07 
 1.584893e+02  0.000000e+00  1.584893e+02  2.504073e+07 
 1.995262e+02  0.000000e+00  1.995262e+02  2.503997e+07 
 2.511886e+02  0.000000e+00  2.511886e+02  2.503877e+07 
 3.162278e+02  0.000000e+00  3.162278e+02  2.503686e+07 
 3.981072e+02  0.000000e+00  3.981072e+02  2.503384e+07 
 5.011872e+02  0.000000e+00  5.011872e+02  2.502906e+07 
 6.309573e+02  0.000000e+00  6.309573e+02  2.502148e+07 
 7.943282e+02  0.000000e+00  7.943282e+02  2.500949e+07 
 1.000000e+03  0.000000e+00  1.000000e+03  2.499052e+07 
 1.258925e+03  0.000000e+00  1.258925e+03  2.496054e+07 
 1.584893e+03  0.000000e+00  1.584893e+03  2.491325e+07 
 1.995262e+03  0.000000e+00  1.995262e+03  2.483884e+07 
 2.511886e+03  0.000000e+00  2.511886e+03  2.472227e+07 
 3.162278e+03  0.000000e+00  3.162278e+03  2.454083e+07 
 3.981072e+03  0.000000e+00  3.981072e+03  2.426127e+07 
 5.011872e+03  0.000000e+00  5.011872e+03  2.383713e+07 
 6.309573e+03  0.000000e+00  6.309573e+03  2.320824e+07 
 7.943282e+03  0.000000e+00  7.943282e+03  2.230608e+07 
 1.000000e+04  0.000000e+00  1.000000e+04  2.106953e+07 
 1.258925e+04  0.000000e+00  1.258925e+04  1.947172e+07 
 1.584893e+04  0.000000e+00  1.584893e+04  1.754804e+07 
 1.995262e+04  0.000000e+00  1.995262e+04  1.540436e+07 
 2.511886e+04  0.000000e+00  2.511886e+04  1.319182e+07 
 3.162278e+04  0.000000e+00  3.162278e+04  1.106028e+07 
 3.981072e+04  0.000000e+00  3.981072e+04  9.119895e+06 
 5.011872e+04  0.000000e+00  5.011872e+04  7.428265e+06 
 6.309573e+04  0.000000e+00  6.309573e+04  5.998682e+06 
 7.943282e+04  0.000000e+00  7.943282e+04  4.816194e+06 
 1.000000e+05  0.000000e+00  1.000000e+05  3.852024e+06 
 1.258925e+05  0.000000e+00  1.258925e+05  3.073225e+06 
 1.584893e+05  0.000000e+00  1.584893e+05  2.447969e+06 
 1.995262e+05  0.000000e+00  1.995262e+05  1.947938e+06 
 2.511886e+05  0.000000e+00  2.511886e+05  1.549045e+06 
 3.162278e+05  0.000000e+00  3.162278e+05  1.231334e+06 
 3.981072e+05  0.000000e+00  3.981072e+05  9.785392e+05 
 5.011872e+05  0.000000e+00  5.011872e+05  7.775241e+05 
 6.309573e+05  0.000000e+00  6.309573e+05  6.177492e+05 
 7.943282e+05  0.000000e+00  7.943282e+05  4.907884e+05 
 1.000000e+06  0.000000e+00  1.000000e+06  3.899221e+05 
 1.258925e+06  0.000000e+00  1.258925e+06  3.097997e+05 
 1.584893e+06  0.000000e+00  1.584893e+06  2.461647e+05 
 1.995262e+06  0.000000e+00  1.995262e+06  1.956336e+05 
 2.511886e+06  0.000000e+00  2.511886e+06  1.555180e+05 
 3.162278e+06  0.000000e+00  3.162278e+06  1.236828e+05 
 3.981072e+06  0.000000e+00  3.981072e+06  9.843321e+04 
 5.011872e+06  0.000000e+00  5.011872e+06  7.842465e+04 
 6.309573e+06  0.000000e+00  6.309573e+06  6.259117e+04 
 7.943282e+06  0.000000e+00  7.943282e+06  5.008855e+04 
 1.000000e+07  0.000000e+00  1.000000e+07  4.024887e+04 
 1.258925e+07  0.000000e+00  1.258925e+07  3.254410e+04 
 1.584893e+07  0.000000e+00  1.584893e+07  2.655641e+04 
 1.995262e+07  0.000000e+00  1.995262e+07  2.195365e+04 
 2.511886e+07  0.000000e+00  2.511886e+07  1.846841e+04 
 3.162278e+07  0.000000e+00  3.162278e+07  1.588058e+04 
 3.981072e+07  0.000000e+00  3.981072e+07  1.400382e+04 
 5.011872e+07  0.000000e+00  5.011872e+07  1.267752e+04 
 6.309573e+07  0.000000e+00  6.309573e+07  1.176398e+04 
 7.943282e+07  0.000000e+00  7.943282e+07  1.114913e+04 
 1.000000e+08  0.000000e+00  1.000000e+08  1.074308e+04 
