 1.500000e-01  1.000000e+00  1.500000e-01  1.743924e-01 
 1.500010e-01  8.000000e-01  1.500010e-01  1.705752e-01 
 1.500030e-01  4.000000e-01  1.500030e-01  1.624378e-01 
 1.500070e-01 -4.000000e-01  1.500070e-01  1.431901e-01 
 1.500100e-01 -1.000000e+00  1.500100e-01  1.262060e-01 
 1.500104e-01 -1.000000e+00  1.500104e-01  1.238188e-01 
 1.500112e-01 -1.000000e+00  1.500112e-01  1.190338e-01 
 1.500128e-01 -1.000000e+00  1.500128e-01  1.094028e-01 
 1.500148e-01 -1.000000e+00  1.500148e-01  9.669760e-02 
 1.500179e-01 -1.000000e+00  1.500179e-01  7.784906e-02 
 1.500227e-01 -1.000000e+00  1.500227e-01  4.739858e-02 
 1.500302e-01 -1.000000e+00  1.500302e-01  1.113041e-04 
 1.500402e-01 -1.000000e+00  1.500402e-01 -6.196380e-02 
 1.500502e-01 -1.000000e+00  1.500502e-01 -1.211411e-01 
 1.500602e-01 -1.000000e+00  1.500602e-01 -1.754438e-01 
 1.500702e-01 -1.000000e+00  1.500702e-01 -2.230861e-01 
 1.500802e-01 -1.000000e+00  1.500802e-01 -2.625320e-01 
 1.500902e-01 -1.000000e+00  1.500902e-01 -2.925437e-01 
 1.501002e-01 -1.000000e+00  1.501002e-01 -3.122207e-01 
 1.501102e-01 -1.000000e+00  1.501102e-01 -3.210254e-01 
 1.501202e-01 -1.000000e+00  1.501202e-01 -3.187972e-01 
 1.501302e-01 -1.000000e+00  1.501302e-01 -3.057527e-01 
 1.501402e-01 -1.000000e+00  1.501402e-01 -2.824739e-01 
 1.501502e-01 -1.000000e+00  1.501502e-01 -2.498836e-01 
 1.501602e-01 -1.000000e+00  1.501602e-01 -2.092095e-01 
 1.501702e-01 -1.000000e+00  1.501702e-01 -1.619386e-01 
 1.501802e-01 -1.000000e+00  1.501802e-01 -1.097636e-01 
 1.501902e-01 -1.000000e+00  1.501902e-01 -5.452243e-02 
 1.502002e-01 -1.000000e+00  1.502002e-01  1.866124e-03 
 1.502102e-01 -1.000000e+00  1.502102e-01  5.746865e-02 
 1.502202e-01 -1.000000e+00  1.502202e-01  1.104030e-01 
 1.502302e-01 -1.000000e+00  1.502302e-01  1.589020e-01 
 1.502402e-01 -1.000000e+00  1.502402e-01  2.013717e-01 
 1.502502e-01 -1.000000e+00  1.502502e-01  2.364440e-01 
 1.502602e-01 -1.000000e+00  1.502602e-01  2.630196e-01 
 1.502702e-01 -1.000000e+00  1.502702e-01  2.803027e-01 
 1.502802e-01 -1.000000e+00  1.502802e-01  2.878236e-01 
 1.502902e-01 -1.000000e+00  1.502902e-01  2.854512e-01 
 1.503002e-01 -1.000000e+00  1.503002e-01  2.733923e-01 
 1.503102e-01 -1.000000e+00  1.503102e-01  2.521808e-01 
 1.503202e-01 -1.000000e+00  1.503202e-01  2.226555e-01 
 1.503302e-01 -1.000000e+00  1.503302e-01  1.859270e-01 
 1.503402e-01 -1.000000e+00  1.503402e-01  1.433370e-01 
 1.503502e-01 -1.000000e+00  1.503502e-01  9.640978e-02 
 1.503602e-01 -1.000000e+00  1.503602e-01  4.679749e-02 
 1.503702e-01 -1.000000e+00  1.503702e-01 -3.777280e-03 
 1.503802e-01 -1.000000e+00  1.503802e-01 -5.358116e-02 
 1.503902e-01 -1.000000e+00  1.503902e-01 -1.009291e-01 
 1.504002e-01 -1.000000e+00  1.504002e-01 -1.442413e-01 
 1.504102e-01 -1.000000e+00  1.504102e-01 -1.820953e-01 
 1.504202e-01 -1.000000e+00  1.504202e-01 -2.132727e-01 
 1.504302e-01 -1.000000e+00  1.504302e-01 -2.367978e-01 
 1.504402e-01 -1.000000e+00  1.504402e-01 -2.519678e-01 
 1.504502e-01 -1.000000e+00  1.504502e-01 -2.583732e-01 
 1.504602e-01 -1.000000e+00  1.504602e-01 -2.559081e-01 
 1.504702e-01 -1.000000e+00  1.504702e-01 -2.447695e-01 
 1.504802e-01 -1.000000e+00  1.504802e-01 -2.254472e-01 
 1.504902e-01 -1.000000e+00  1.504902e-01 -1.987032e-01 
