 1.000000e+02  4.516711e+01  1.000000e+02  1.812823e+02  1.000000e+02  2.147505e+06 
 1.258925e+02  4.516711e+01  1.258925e+02  1.812823e+02  1.258925e+02  2.147505e+06 
 1.584893e+02  4.516711e+01  1.584893e+02  1.812823e+02  1.584893e+02  2.147505e+06 
 1.995262e+02  4.516711e+01  1.995262e+02  1.812823e+02  1.995262e+02  2.147505e+06 
 2.511886e+02  4.516711e+01  2.511886e+02  1.812823e+02  2.511886e+02  2.147505e+06 
 3.162278e+02  4.516711e+01  3.162278e+02  1.812823e+02  3.162278e+02  2.147505e+06 
 3.981072e+02  4.516711e+01  3.981072e+02  1.812823e+02  3.981072e+02  2.147504e+06 
 5.011872e+02  4.516711e+01  5.011872e+02  1.812823e+02  5.011872e+02  2.147503e+06 
 6.309573e+02  4.516711e+01  6.309573e+02  1.812823e+02  6.309573e+02  2.147502e+06 
 7.943282e+02  4.516711e+01  7.943282e+02  1.812823e+02  7.943282e+02  2.147499e+06 
 1.000000e+03  4.516711e+01  1.000000e+03  1.812823e+02  1.000000e+03  2.147496e+06 
 1.258925e+03  4.516711e+01  1.258925e+03  1.812823e+02  1.258925e+03  2.147490e+06 
 1.584893e+03  4.516711e+01  1.584893e+03  1.812823e+02  1.584893e+03  2.147481e+06 
 1.995262e+03  4.516711e+01  1.995262e+03  1.812823e+02  1.995262e+03  2.147466e+06 
 2.511886e+03  4.516711e+01  2.511886e+03  1.812823e+02  2.511886e+03  2.147443e+06 
 3.162278e+03  4.516711e+01  3.162278e+03  1.812823e+02  3.162278e+03  2.147406e+06 
 3.981072e+03  4.516711e+01  3.981072e+03  1.812823e+02  3.981072e+03  2.147348e+06 
 5.011872e+03  4.516711e+01  5.011872e+03  1.812823e+02  5.011872e+03  2.147256e+06 
 6.309573e+03  4.516711e+01  6.309573e+03  1.812823e+02  6.309573e+03  2.147111e+06 
 7.943282e+03  4.516711e+01  7.943282e+03  1.812823e+02  7.943282e+03  2.146880e+06 
 1.000000e+04  4.516711e+01  1.000000e+04  1.812823e+02  1.000000e+04  2.146514e+06 
 1.258925e+04  4.516711e+01  1.258925e+04  1.812823e+02  1.258925e+04  2.145935e+06 
 1.584893e+04  4.516711e+01  1.584893e+04  1.812823e+02  1.584893e+04  2.145018e+06 
 1.995262e+04  4.516711e+01  1.995262e+04  1.812823e+02  1.995262e+04  2.143567e+06 
 2.511886e+04  4.516711e+01  2.511886e+04  1.812823e+02  2.511886e+04  2.141274e+06 
 3.162278e+04  4.516711e+01  3.162278e+04  1.812823e+02  3.162278e+04  2.137654e+06 
 3.981072e+04  4.516711e+01  3.981072e+04  1.812823e+02  3.981072e+04  2.131955e+06 
 5.011872e+04  4.516710e+01  5.011872e+04  1.812822e+02  5.011872e+04  2.123015e+06 
 6.309573e+04  4.516710e+01  6.309573e+04  1.812821e+02  6.309573e+04  2.109073e+06 
 7.943282e+04  4.516709e+01  7.943282e+04  1.812820e+02  7.943282e+04  2.087529e+06 
 1.000000e+05  4.516708e+01  1.000000e+05  1.812818e+02  1.000000e+05  2.054696e+06 
 1.258925e+05  4.516707e+01  1.258925e+05  1.812815e+02  1.258925e+05  2.005691e+06 
 1.584893e+05  4.516704e+01  1.584893e+05  1.812810e+02  1.584893e+05  1.934731e+06 
 1.995262e+05  4.516701e+01  1.995262e+05  1.812802e+02  1.995262e+05  1.836233e+06 
 2.511886e+05  4.516694e+01  2.511886e+05  1.812789e+02  2.511886e+05  1.706911e+06 
 3.162278e+05  4.516685e+01  3.162278e+05  1.812769e+02  3.162278e+05  1.548298e+06 
 3.981072e+05  4.516670e+01  3.981072e+05  1.812737e+02  3.981072e+05  1.368054e+06 
 5.011872e+05  4.516645e+01  5.011872e+05  1.812686e+02  5.011872e+05  1.178512e+06 
 6.309573e+05  4.516607e+01  6.309573e+05  1.812606e+02  6.309573e+05  9.929279e+05 
 7.943282e+05  4.516546e+01  7.943282e+05  1.812479e+02  7.943282e+05  8.217935e+05 
 1.000000e+06  4.516449e+01  1.000000e+06  1.812277e+02  1.000000e+06  6.711607e+05 
 1.258925e+06  4.516296e+01  1.258925e+06  1.811958e+02  1.258925e+06  5.429977e+05 
 1.584893e+06  4.516054e+01  1.584893e+06  1.811452e+02  1.584893e+06  4.364977e+05 
 1.995262e+06  4.515670e+01  1.995262e+06  1.810652e+02  1.995262e+06  3.493952e+05 
 2.511886e+06  4.515062e+01  2.511886e+06  1.809386e+02  2.511886e+06  2.788987e+05 
 3.162278e+06  4.514101e+01  3.162278e+06  1.807384e+02  3.162278e+06  2.222281e+05 
 3.981072e+06  4.512581e+01  3.981072e+06  1.804225e+02  3.981072e+06  1.768697e+05 
 5.011872e+06  4.510184e+01  5.011872e+06  1.799252e+02  5.011872e+06  1.406661e+05 
 6.309573e+06  4.506412e+01  6.309573e+06  1.791455e+02  6.309573e+06  1.118202e+05 
 7.943282e+06  4.500499e+01  7.943282e+06  1.779301e+02  7.943282e+06  8.886203e+04 
 1.000000e+07  4.491290e+01  1.000000e+07  1.760536e+02  1.000000e+07  7.060246e+04 
 1.258925e+07  4.477083e+01  1.258925e+07  1.731975e+02  1.258925e+07  5.608582e+04 
 1.584893e+07  4.455478e+01  1.584893e+07  1.689424e+02  1.584893e+07  4.454748e+04 
 1.995262e+07  4.423295e+01  1.995262e+07  1.627975e+02  1.995262e+07  3.537721e+04 
