 1.000000e+00 -9.999631e-02  4.572094e-07 
 1.258925e+00 -9.999631e-02  5.755925e-07 
 1.584893e+00 -9.999631e-02  7.246280e-07 
 1.995262e+00 -9.999631e-02  9.122526e-07 
 2.511886e+00 -9.999631e-02  1.148458e-06 
 3.162278e+00 -9.999631e-02  1.445823e-06 
 3.981072e+00 -9.999631e-02  1.820183e-06 
 5.011872e+00 -9.999631e-02  2.291475e-06 
 6.309573e+00 -9.999631e-02  2.884796e-06 
 7.943282e+00 -9.999631e-02  3.631743e-06 
 1.000000e+01 -9.999631e-02  4.572094e-06 
 1.258925e+01 -9.999631e-02  5.755925e-06 
 1.584893e+01 -9.999631e-02  7.246280e-06 
 1.995262e+01 -9.999631e-02  9.122526e-06 
 2.511886e+01 -9.999631e-02  1.148458e-05 
 3.162278e+01 -9.999631e-02  1.445823e-05 
 3.981072e+01 -9.999631e-02  1.820183e-05 
 5.011872e+01 -9.999631e-02  2.291475e-05 
 6.309573e+01 -9.999631e-02  2.884796e-05 
 7.943282e+01 -9.999630e-02  3.631743e-05 
 1.000000e+02 -9.999630e-02  4.572093e-05 
 1.258925e+02 -9.999629e-02  5.755924e-05 
 1.584893e+02 -9.999628e-02  7.246279e-05 
 1.995262e+02 -9.999626e-02  9.122523e-05 
 2.511886e+02 -9.999623e-02  1.148457e-04 
 3.162278e+02 -9.999619e-02  1.445822e-04 
 3.981072e+02 -9.999611e-02  1.820181e-04 
 5.011872e+02 -9.999600e-02  2.291471e-04 
 6.309573e+02 -9.999581e-02  2.884788e-04 
 7.943282e+02 -9.999552e-02  3.631726e-04 
 1.000000e+03 -9.999506e-02  4.572060e-04 
 1.258925e+03 -9.999433e-02  5.755859e-04 
 1.584893e+03 -9.999317e-02  7.246148e-04 
 1.995262e+03 -9.999134e-02  9.122262e-04 
 2.511886e+03 -9.998842e-02  1.148405e-03 
 3.162278e+03 -9.998381e-02  1.445718e-03 
 3.981072e+03 -9.997650e-02  1.819974e-03 
 5.011872e+03 -9.996492e-02  2.291057e-03 
 6.309573e+03 -9.994656e-02  2.883963e-03 
 7.943282e+03 -9.991747e-02  3.630080e-03 
 1.000000e+04 -9.987139e-02  4.568777e-03 
 1.258925e+04 -9.979840e-02  5.749311e-03 
 1.584893e+04 -9.968285e-02  7.233091e-03 
 1.995262e+04 -9.950002e-02  9.096238e-03 
 2.511886e+04 -9.921101e-02  1.143221e-02 
 3.162278e+04 -9.875489e-02  1.435401e-02 
 3.981072e+04 -9.803677e-02  1.799472e-02 
 5.011872e+04 -9.691046e-02  2.250412e-02 
 6.309573e+04 -9.515455e-02  2.803680e-02 
 7.943282e+04 -9.244257e-02  3.472405e-02 
 1.000000e+05 -8.831391e-02  4.261800e-02 
 1.258925e+05 -8.216470e-02  5.159490e-02 
 1.584893e+05 -7.329914e-02  6.121557e-02 
 1.995262e+05 -6.110079e-02  7.058058e-02 
 2.511886e+05 -4.535960e-02  7.829410e-02 
 3.162278e+05 -2.666424e-02  8.270678e-02 
 3.981072e+05 -6.573613e-03  8.249711e-02 
 5.011872e+05  1.272794e-02  7.731472e-02 
 6.309573e+05  2.919303e-02  6.799333e-02 
 7.943282e+05  4.156925e-02  5.616027e-02 
 1.000000e+06  4.956612e-02  4.360027e-02 
 1.258925e+06  5.363346e-02  3.180047e-02 
 1.584893e+06  5.465318e-02  2.176751e-02 
 1.995262e+06  5.368277e-02  1.399035e-02 
 2.511886e+06  5.173059e-02  8.476292e-03 
 3.162278e+06  4.956799e-02  4.878442e-03 
 3.981072e+06  4.764575e-02  2.693987e-03 
 5.011872e+06  4.613629e-02  1.442102e-03 
 6.309573e+06  4.503983e-02  7.550296e-04 
 7.943282e+06  4.428253e-02  3.893469e-04 
 1.000000e+07  4.377625e-02  1.987560e-04 
 1.258925e+07  4.344482e-02  1.007954e-04 
 1.584893e+07  4.323076e-02  5.090035e-05 
 1.995262e+07  4.309368e-02  2.563514e-05 
 2.511886e+07  4.300638e-02  1.288926e-05 
 3.162278e+07  4.295097e-02  6.474303e-06 
 3.981072e+07  4.291587e-02  3.250398e-06 
 5.011872e+07  4.289368e-02  1.631616e-06 
 6.309573e+07  4.287965e-02  8.191888e-07 
 7.943282e+07  4.287079e-02  4.115270e-07 
 1.000000e+08  4.286520e-02  2.069556e-07 
