 1.000000e+00  6.020237e+00 
 1.258925e+00  6.020237e+00 
 1.584893e+00  6.020237e+00 
 1.995262e+00  6.020237e+00 
 2.511886e+00  6.020237e+00 
 3.162278e+00  6.020237e+00 
 3.981072e+00  6.020237e+00 
 5.011872e+00  6.020237e+00 
 6.309573e+00  6.020237e+00 
 7.943282e+00  6.020237e+00 
 1.000000e+01  6.020237e+00 
 1.258925e+01  6.020237e+00 
 1.584893e+01  6.020237e+00 
 1.995262e+01  6.020237e+00 
 2.511886e+01  6.020237e+00 
 3.162278e+01  6.020237e+00 
 3.981072e+01  6.020237e+00 
 5.011872e+01  6.020237e+00 
 6.309573e+01  6.020237e+00 
 7.943282e+01  6.020237e+00 
 1.000000e+02  6.020237e+00 
 1.258925e+02  6.020237e+00 
 1.584893e+02  6.020236e+00 
 1.995262e+02  6.020236e+00 
 2.511886e+02  6.020235e+00 
 3.162278e+02  6.020234e+00 
 3.981072e+02  6.020232e+00 
 5.011872e+02  6.020229e+00 
 6.309573e+02  6.020225e+00 
 7.943282e+02  6.020217e+00 
 1.000000e+03  6.020206e+00 
 1.258925e+03  6.020187e+00 
 1.584893e+03  6.020158e+00 
 1.995262e+03  6.020112e+00 
 2.511886e+03  6.020038e+00 
 3.162278e+03  6.019922e+00 
 3.981072e+03  6.019738e+00 
 5.011872e+03  6.019445e+00 
 6.309573e+03  6.018982e+00 
 7.943282e+03  6.018249e+00 
 1.000000e+04  6.017086e+00 
 1.258925e+04  6.015244e+00 
 1.584893e+04  6.012325e+00 
 1.995262e+04  6.007704e+00 
 2.511886e+04  6.000389e+00 
 3.162278e+04  5.988818e+00 
 3.981072e+04  5.970537e+00 
 5.011872e+04  5.941707e+00 
 6.309573e+04  5.896369e+00 
 7.943282e+04  5.825388e+00 
 1.000000e+05  5.715014e+00 
 1.258925e+05  5.545150e+00 
 1.584893e+05  5.287698e+00 
 1.995262e+05  4.905927e+00 
 2.511886e+05  4.356359e+00 
 3.162278e+05  3.594469e+00 
 3.981072e+05  2.583429e+00 
 5.011872e+05  1.301637e+00 
 6.309573e+05 -2.563635e-01 
 7.943282e+05 -2.086800e+00 
 1.000000e+06 -4.186305e+00 
 1.258925e+06 -6.557026e+00 
 1.584893e+06 -9.203537e+00 
 1.995262e+06 -1.212375e+01 
 2.511886e+06 -1.530064e+01 
 3.162278e+06 -1.870093e+01 
 3.981072e+06 -2.228144e+01 
 5.011872e+06 -2.599805e+01 
 6.309573e+06 -2.981253e+01 
 7.943282e+06 -3.369539e+01 
 1.000000e+07 -3.762601e+01 
 1.258925e+07 -4.159140e+01 
 1.584893e+07 -4.558496e+01 
 1.995262e+07 -4.960575e+01 
 2.511886e+07 -5.365870e+01 
 3.162278e+07 -5.775607e+01 
 3.981072e+07 -6.192094e+01 
 5.011872e+07 -6.619421e+01 
 6.309573e+07 -7.064933e+01 
 7.943282e+07 -7.542583e+01 
 1.000000e+08 -8.082102e+01 
