 1.000000e+00 -2.027864e-04 
 1.258925e+00 -2.027864e-04 
 1.584893e+00 -2.027864e-04 
 1.995262e+00 -2.027864e-04 
 2.511886e+00 -2.027864e-04 
 3.162278e+00 -2.027864e-04 
 3.981072e+00 -2.027864e-04 
 5.011872e+00 -2.027864e-04 
 6.309573e+00 -2.027864e-04 
 7.943282e+00 -2.027864e-04 
 1.000000e+01 -2.027864e-04 
 1.258925e+01 -2.027864e-04 
 1.584893e+01 -2.027864e-04 
 1.995262e+01 -2.027864e-04 
 2.511886e+01 -2.027864e-04 
 3.162278e+01 -2.027863e-04 
 3.981072e+01 -2.027863e-04 
 5.011872e+01 -2.027862e-04 
 6.309573e+01 -2.027861e-04 
 7.943282e+01 -2.027860e-04 
 1.000000e+02 -2.027857e-04 
 1.258925e+02 -2.027853e-04 
 1.584893e+02 -2.027846e-04 
 1.995262e+02 -2.027836e-04 
 2.511886e+02 -2.027819e-04 
 3.162278e+02 -2.027792e-04 
 3.981072e+02 -2.027750e-04 
 5.011872e+02 -2.027684e-04 
 6.309573e+02 -2.027579e-04 
 7.943282e+02 -2.027412e-04 
 1.000000e+03 -2.027147e-04 
 1.258925e+03 -2.026728e-04 
 1.584893e+03 -2.026063e-04 
 1.995262e+03 -2.025010e-04 
 2.511886e+03 -2.023341e-04 
 3.162278e+03 -2.020696e-04 
 3.981072e+03 -2.016505e-04 
 5.011872e+03 -2.009863e-04 
 6.309573e+03 -1.999338e-04 
 7.943282e+03 -1.982666e-04 
 1.000000e+04 -1.956258e-04 
 1.258925e+04 -1.914450e-04 
 1.584893e+04 -1.848298e-04 
 1.995262e+04 -1.743733e-04 
 2.511886e+04 -1.578707e-04 
 3.162278e+04 -1.318911e-04 
 3.981072e+04 -9.115674e-05 
 5.011872e+04 -2.770342e-05 
 6.309573e+04  7.008409e-05 
 7.943282e+04  2.180853e-04 
 1.000000e+05  4.351126e-04 
 1.258925e+05  7.350153e-04 
 1.584893e+05  1.099625e-03 
 1.995262e+05  1.399349e-03 
 2.511886e+05  1.175594e-03 
 3.162278e+05 -9.337624e-04 
 3.981072e+05 -8.676064e-03 
 5.011872e+05 -3.192374e-02 
 6.309573e+05 -9.580797e-02 
 7.943282e+05 -2.614608e-01 
 1.000000e+06 -6.649817e-01 
 1.258925e+06 -1.556055e+00 
 1.584893e+06 -3.235940e+00 
 1.995262e+06 -5.819165e+00 
 2.511886e+06 -9.107998e+00 
 3.162278e+06 -1.279855e+01 
 3.981072e+06 -1.667663e+01 
 5.011872e+06 -2.063434e+01 
 6.309573e+06 -2.462565e+01 
 7.943282e+06 -2.863329e+01 
 1.000000e+07 -3.265268e+01 
 1.258925e+07 -3.668559e+01 
 1.584893e+07 -4.073830e+01 
 1.995262e+07 -4.482228e+01 
 2.511886e+07 -4.895678e+01 
 3.162278e+07 -5.317404e+01 
 3.981072e+07 -5.752971e+01 
 5.011872e+07 -6.212489e+01 
 6.309573e+07 -6.716047e+01 
 7.943282e+07 -7.310583e+01 
 1.000000e+08 -8.150985e+01 
